;Date;Result;victoire;not_lose;Venue;home;Poss;age;Formation;SoT;Dist;Cmp;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;n_form;Penalty;Rouge;periode;nb_def
708;2021-12-22;D;0;1;Home;1;55.0;23.8;3-5-2;4.0;19.0;79.4;8.0;6.0;252.7;4;12;4-4-2;Roma;reste;15.0;0;0;0;162;0;0;2021-12;3
709;2022-01-06;L;0;0;Away;0;46.0;23.8;3-5-2;5.0;19.5;71.0;16.0;20.0;-165.70000000000005;15;1;4-5-1;Roma;reste;11.0;0;7;2;327;0;1;2022-01;3
710;2022-01-09;L;0;0;Home;1;53.0;23.8;4-5-1;6.0;18.8;78.4;7.0;11.0;-261.25;3;1;4-5-1;Roma;reste;18.0;0;3;0;327;0;0;2022-01;4
711;2022-01-16;W;1;1;Home;1;57.0;23.8;4-5-1;6.0;20.0;80.4;10.0;13.0;246.72;7;1;3-5-2;Roma;reste;14.0;1;3;0;322;1;0;2022-01;4
712;2022-01-23;W;1;1;Away;0;42.0;23.8;3-5-2;8.0;12.8;77.2;13.0;14.0;254.75;3;1;4-5-1;Roma;reste;16.0;0;2;0;327;0;0;2022-01;3
713;2022-02-05;D;0;1;Home;1;62.0;23.8;3-5-2;3.0;17.5;76.7;10.0;8.0;259.97;13;2;4-5-1;Roma;reste;23.0;0;3;1;327;0;1;2022-02;3
714;2022-02-13;D;0;1;Away;0;54.0;23.8;3-5-2;7.0;14.5;77.8;10.0;13.0;130.25;5;2;4-3-3;Roma;reste;12.0;1;2;0;207;1;0;2022-02;3
715;2022-02-27;W;1;1;Away;0;65.0;23.8;3-4-3;8.0;16.8;84.2;6.0;11.0;302.75;8;2;4-3-3;Roma;reste;30.0;1;3;0;207;1;0;2022-02;3
716;2022-03-05;W;1;1;Home;1;35.0;23.8;3-5-2;4.0;19.1;70.9;15.0;17.0;-17.5;6;3;4-5-1;Roma;reste;13.0;0;6;1;327;0;1;2022-03;3
717;2022-03-13;D;0;1;Away;0;63.0;23.8;3-5-2;1.0;21.7;84.8;4.0;12.0;238.95;3;3;3-5-2;Roma;reste;9.0;1;2;0;322;1;0;2022-03;3
718;2022-03-20;W;1;1;Home;1;34.0;23.8;3-4-3;5.0;16.6;73.4;9.0;16.0;116.76999999999998;3;3;4-3-3;Roma;reste;11.0;0;4;0;207;0;0;2022-03;3
719;2022-04-03;W;1;1;Away;0;51.0;23.8;3-4-3;1.0;15.2;79.8;11.0;13.0;252.7;14;4;4-4-2;Roma;reste;6.0;0;3;0;162;0;0;2022-04;3
720;2022-04-10;W;1;1;Home;1;67.0;23.8;3-4-3;7.0;16.8;83.5;13.0;16.0;310.69;3;4;3-5-2;Roma;reste;17.0;0;5;0;322;0;0;2022-04;3
721;2022-04-18;D;0;1;Away;0;51.0;23.8;3-5-2;6.0;12.1;80.9;9.0;12.0;-95.98000000000002;4;4;4-3-3;Roma;reste;8.0;0;2;1;207;0;1;2022-04;3
722;2022-05-01;D;0;1;Home;1;43.0;23.8;3-4-3;5.0;19.3;74.8;16.0;10.0;195.05;3;5;3-5-2;Roma;reste;17.0;0;0;0;322;0;0;2022-05;3
723;2022-05-09;L;0;0;Away;0;46.0;23.8;3-5-2;1.0;20.2;82.7;9.0;11.0;55.44999999999999;4;5;4-3-3;Roma;reste;7.0;0;1;0;207;0;0;2022-05;3
725;2022-05-20;W;1;1;Away;0;42.0;23.8;3-4-3;4.0;19.4;78.7;11.0;10.0;157.85;6;5;3-4-3;Roma;reste;12.0;2;2;0;155;1;0;2022-05;3
726;2021-08-22;L;0;0;Away;0;29.0;25.9;3-5-2;3.0;18.5;52.5;7.0;15.0;-115.64;6;8;4-5-1;Salernitana;reste;9.0;1;3;1;327;1;1;2021-08;3
727;2021-08-29;L;0;0;Home;1;21.0;25.9;5-4-1;0.0;14.0;49.8;11.0;12.0;-310.69;7;8;4-5-1;Salernitana;reste;5.0;0;2;0;327;0;0;2021-08;5
728;2021-09-12;L;0;0;Away;0;41.0;25.9;3-5-2;2.0;20.2;69.9;10.0;11.0;-152.84;14;9;3-4-3;Salernitana;automne;8.0;0;2;0;155;0;0;2021-09;3
729;2021-09-18;L;0;0;Home;1;42.0;25.9;3-5-2;1.0;21.3;72.8;8.0;21.0;-328.19;6;9;3-4-3;Salernitana;automne;10.0;0;4;0;155;0;0;2021-09;3
730;2021-09-26;L;0;0;Away;0;43.0;25.9;4-<NA>-<NA>;4.0;15.0;74.4;11.0;16.0;-180.44;4;9;4-5-1;Salernitana;automne;12.0;0;3;0;327;0;0;2021-09;4
731;2021-10-02;W;1;1;Home;1;49.0;25.9;4-<NA>-<NA>;4.0;18.0;73.7;8.0;15.0;-50.72;6;10;3-5-2;Salernitana;automne;10.0;0;2;0;322;0;0;2021-10;4
732;2021-10-16;L;0;0;Away;0;42.0;25.9;4-4-2;4.0;17.7;66.8;8.0;15.0;-7.939999999999998;14;10;4-5-1;Salernitana;automne;15.0;0;3;0;327;0;0;2021-10;4
733;2021-10-23;L;0;0;Home;1;60.0;25.9;3-5-2;5.0;13.8;80.2;5.0;12.0;-55.94;7;10;4-4-2;Salernitana;automne;12.0;0;1;0;162;0;0;2021-10;3
734;2021-10-26;W;1;1;Away;0;55.0;25.9;4-3-3;7.0;18.2;80.7;4.0;13.0;-10.420000000000002;3;10;4-3-3;Salernitana;automne;21.0;0;3;0;207;0;0;2021-10;4
735;2021-10-31;L;0;0;Home;1;37.0;25.9;4-4-2;2.0;20.0;75.2;8.0;11.0;-406.67;5;10;4-5-1;Salernitana;automne;9.0;0;0;1;327;0;1;2021-10;4
736;2021-11-07;L;0;0;Away;0;40.0;25.9;4-4-2;0.0;14.9;84.9;8.0;14.0;-193.92;7;11;4-3-3;Salernitana;automne;5.0;0;2;0;207;0;0;2021-11;4
737;2021-11-21;L;0;0;Home;1;55.0;25.9;4-<NA>-<NA>;2.0;15.8;74.0;9.0;10.0;-57.99000000000001;14;11;4-4-2;Salernitana;automne;18.0;0;0;0;162;0;0;2021-11;4
738;2021-11-26;D;0;1;Away;0;43.0;25.9;4-4-2;2.0;23.3;70.3;6.0;10.0;-63.97;5;11;3-5-2;Salernitana;automne;8.0;0;1;0;322;0;0;2021-11;4
739;2021-11-30;L;0;0;Home;1;27.0;25.9;5-3-2;0.0;15.9;71.0;8.0;14.0;-571.94;4;11;4-5-1;Salernitana;automne;4.0;0;1;0;327;0;0;2021-11;5
740;2021-12-04;L;0;0;Away;0;30.0;25.9;4-5-1;2.0;23.3;73.7;9.0;9.0;-476.39;4;12;4-5-1;Salernitana;reste;7.0;0;2;0;327;0;0;2021-12;4
741;2021-12-11;L;0;0;Away;0;31.0;25.9;4-5-1;6.0;15.3;74.6;8.0;11.0;-255.24;7;12;4-3-3;Salernitana;reste;11.0;0;1;0;207;0;0;2021-12;4
742;2022-01-15;L;0;0;Home;1;27.0;25.9;3-5-2;1.0;23.5;77.8;10.0;11.0;-193.92;6;1;4-3-3;Salernitana;reste;6.0;0;2;0;207;0;0;2022-01;3
743;2022-01-23;L;0;0;Away;0;18.0;25.9;4-5-1;1.0;12.4;64.1;9.0;14.0;-406.67;8;1;4-5-1;Salernitana;reste;1.0;0;4;1;327;0;1;2022-01;4
744;2022-02-07;D;0;1;Home;1;57.0;25.9;4-5-1;5.0;23.5;74.6;9.0;12.0;-7.939999999999998;15;2;4-5-1;Salernitana;reste;9.0;0;3;0;327;0;0;2022-02;4
745;2022-02-13;D;0;1;Away;0;49.0;25.9;4-5-1;4.0;19.0;67.2;9.0;10.0;-50.72;6;2;4-5-1;Salernitana;reste;12.0;0;2;0;327;0;0;2022-02;4
746;2022-02-19;D;0;1;Home;1;40.0;25.9;4-5-1;4.0;18.3;73.2;12.0;14.0;-476.39;6;2;4-5-1;Salernitana;reste;9.0;0;2;0;327;0;0;2022-02;4
747;2022-02-26;D;0;1;Home;1;56.0;25.9;4-5-1;4.0;23.0;78.4;9.0;13.0;-115.64;7;2;3-4-3;Salernitana;reste;15.0;0;2;0;155;0;0;2022-02;4
748;2022-03-12;D;0;1;Home;1;47.0;25.9;4-5-1;5.0;16.3;82.0;10.0;14.0;-180.44;8;3;4-5-1;Salernitana;reste;15.0;0;2;0;327;0;0;2022-03;4
749;2022-03-20;L;0;0;Away;0;43.0;25.9;4-5-1;4.0;22.6;82.1;11.0;13.0;-571.94;8;3;4-4-2;Salernitana;reste;12.0;0;2;0;162;0;0;2022-03;4
750;2022-04-02;L;0;0;Home;1;54.0;25.9;3-4-3;3.0;17.0;66.7;8.0;15.0;-152.84;13;4;3-4-3;Salernitana;reste;14.0;0;5;1;155;0;1;2022-04;3
751;2022-04-10;L;0;0;Away;0;33.0;25.9;3-5-2;3.0;20.2;72.0;11.0;23.0;-310.69;8;4;3-4-3;Salernitana;reste;6.0;0;8;0;155;0;0;2022-04;3
752;2022-04-16;W;1;1;Away;0;33.0;25.9;3-5-2;2.0;19.8;70.0;13.0;23.0;-57.99000000000001;6;4;4-4-2;Salernitana;reste;7.0;0;7;0;162;0;0;2022-04;3
753;2022-04-20;W;1;1;Away;0;46.0;25.9;3-5-2;3.0;18.9;71.2;11.0;14.0;-71.74000000000002;4;4;3-5-2;Salernitana;reste;9.0;0;5;0;322;0;0;2022-04;3
754;2022-04-24;W;1;1;Home;1;28.0;25.9;3-5-2;4.0;18.6;63.4;6.0;15.0;-255.24;4;4;4-3-3;Salernitana;reste;10.0;0;1;0;207;0;0;2022-04;3
755;2022-05-02;D;0;1;Away;0;38.0;25.9;3-5-2;9.0;22.3;69.9;16.0;9.0;-328.19;8;5;3-4-3;Salernitana;reste;11.0;0;2;0;155;0;0;2022-05;3
756;2022-05-05;W;1;1;Home;1;42.0;25.9;3-5-2;3.0;16.4;71.2;12.0;12.0;-10.420000000000002;3;5;3-4-3;Salernitana;reste;18.0;1;2;0;155;1;0;2022-05;3
757;2022-05-08;D;0;1;Home;1;48.0;25.9;3-6-1;1.0;20.6;73.9;3.0;12.0;-63.97;3;5;3-5-2;Salernitana;reste;12.0;1;5;1;322;1;1;2022-05;3
758;2022-05-14;D;0;1;Away;0;54.0;25.9;3-6-1;7.0;15.5;79.0;7.0;8.0;-55.94;6;5;4-4-2;Salernitana;reste;27.0;0;2;0;162;0;0;2022-05;3
759;2022-05-22;L;0;0;Home;1;53.0;25.9;3-5-2;10.0;16.9;85.4;12.0;11.0;-71.74000000000002;8;5;3-5-2;Salernitana;reste;25.0;0;1;0;322;0;0;2022-05;3
760;2021-08-23;L;0;0;Home;1;50.0;26.2;4-4-2;3.0;18.3;75.6;7.0;17.0;-418.4;7;8;4-5-1;Sampdoria;reste;16.0;0;3;0;327;0;0;2021-08;4
761;2021-08-29;D;0;1;Away;0;37.0;26.2;4-5-1;2.0;24.2;69.0;13.0;14.0;-122.45;6;8;4-5-1;Sampdoria;reste;11.0;0;2;0;327;0;0;2021-08;4
762;2021-09-19;W;1;1;Away;0;46.0;26.2;4-4-2;7.0;18.7;72.6;11.0;10.0;2.050000000000012;7;9;4-4-2;Sampdoria;automne;14.0;0;2;0;162;0;0;2021-09;4
763;2021-09-23;L;0;0;Home;1;48.0;26.2;4-4-2;5.0;20.8;81.2;9.0;10.0;-348.68;4;9;4-3-3;Sampdoria;automne;13.0;0;2;0;207;0;0;2021-09;4
764;2021-09-26;L;0;0;Away;0;50.0;26.2;4-4-2;3.0;16.8;78.9;12.0;16.0;-513.95;3;9;4-4-2;Sampdoria;automne;5.0;0;3;0;162;0;0;2021-09;4
765;2021-10-03;D;0;1;Home;1;54.0;26.2;4-4-2;2.0;19.8;80.6;18.0;12.0;-13.75;7;10;3-5-2;Sampdoria;automne;11.0;1;4;0;322;1;0;2021-10;4
766;2021-10-17;L;0;0;Away;0;59.0;26.2;4-5-1;3.0;18.3;76.4;6.0;18.0;-5.979999999999991;14;10;4-4-2;Sampdoria;automne;17.0;0;2;0;162;0;0;2021-10;4
767;2021-10-22;W;1;1;Home;1;30.0;26.2;4-4-2;2.0;19.7;64.0;20.0;9.0;50.05000000000001;5;10;4-5-1;Sampdoria;automne;6.0;0;3;0;327;0;0;2021-10;4
768;2021-10-27;L;0;0;Home;1;41.0;26.2;4-3-3;3.0;18.0;68.1;24.0;15.0;-270.2;5;10;3-4-3;Sampdoria;automne;8.0;0;4;0;155;0;0;2021-10;4
769;2021-10-30;L;0;0;Away;0;36.0;26.2;3-5-2;1.0;17.6;66.7;16.0;8.0;-94.85;3;10;3-4-3;Sampdoria;automne;5.0;0;4;1;155;0;1;2021-10;3
770;2021-11-07;L;0;0;Home;1;47.0;26.2;4-4-2;4.0;16.4;68.8;15.0;14.0;-57.649999999999984;8;11;3-4-3;Sampdoria;automne;10.0;0;4;0;155;0;0;2021-11;4
772;2021-11-30;L;0;0;Away;0;40.0;26.2;4-4-2;4.0;16.2;75.5;15.0;16.0;-197.25;3;11;4-3-3;Sampdoria;automne;11.0;0;3;0;207;0;0;2021-11;4
773;2021-12-05;L;0;0;Home;1;49.0;26.2;4-4-2;5.0;14.3;79.1;10.0;13.0;-135.93;5;12;4-3-3;Sampdoria;reste;18.0;0;4;0;207;0;0;2021-12;4
774;2021-12-10;W;1;1;Away;0;47.0;26.2;4-4-2;5.0;14.9;67.8;9.0;17.0;7.270000000000009;5;12;3-5-2;Sampdoria;reste;14.0;0;2;0;322;0;0;2021-12;4
775;2021-12-19;D;0;1;Home;1;49.0;26.2;4-4-2;7.0;20.4;73.6;9.0;8.0;47.57000000000001;3;12;4-3-3;Sampdoria;reste;18.0;0;2;0;207;0;0;2021-12;4
776;2021-12-22;D;0;1;Away;0;45.0;26.2;4-4-2;2.0;17.5;78.9;13.0;8.0;-252.7;3;12;3-5-2;Sampdoria;reste;9.0;0;3;0;322;0;0;2021-12;4
777;2022-01-06;L;0;0;Home;1;49.0;26.2;4-4-2;1.0;13.6;73.1;5.0;12.0;-5.979999999999991;15;1;3-5-2;Sampdoria;reste;4.0;0;1;1;322;0;1;2022-01;4
778;2022-01-09;L;0;0;Away;0;32.0;26.2;4-4-2;1.0;21.7;76.3;11.0;11.0;-348.68;3;1;4-5-1;Sampdoria;reste;11.0;0;2;0;327;0;0;2022-01;4
779;2022-01-15;L;0;0;Home;1;37.0;26.2;4-5-1;2.0;17.8;61.4;11.0;12.0;-94.85;6;1;3-4-3;Sampdoria;reste;11.0;0;0;0;155;0;0;2022-01;4
780;2022-01-23;L;0;0;Away;0;59.0;26.2;4-4-2;0.0;22.1;77.8;13.0;12.0;50.05000000000001;5;1;4-5-1;Sampdoria;reste;8.0;0;4;1;327;0;1;2022-01;4
781;2022-02-06;W;1;1;Home;1;39.0;26.2;4-4-2;6.0;13.1;75.2;18.0;15.0;-122.45;14;2;4-5-1;Sampdoria;reste;10.0;1;2;0;327;1;0;2022-02;4
782;2022-02-13;L;0;0;Away;0;50.0;26.2;4-5-1;1.0;16.9;81.0;13.0;11.0;-418.4;7;2;4-5-1;Sampdoria;reste;4.0;0;1;0;327;0;0;2022-02;4
783;2022-02-19;W;1;1;Home;1;42.0;26.2;4-4-2;3.0;14.5;74.7;7.0;15.0;2.050000000000012;6;2;4-4-2;Sampdoria;reste;8.0;0;4;0;162;0;0;2022-02;4
784;2022-02-28;L;0;0;Away;0;44.0;26.2;3-5-2;1.0;19.4;77.9;13.0;9.0;-270.2;9;2;4-5-1;Sampdoria;reste;6.0;0;2;0;327;0;0;2022-02;3
785;2022-03-05;L;0;0;Away;0;57.0;26.2;4-<NA>-<NA>;4.0;13.9;77.1;12.0;14.0;-13.75;5;3;3-5-2;Sampdoria;reste;8.0;0;2;0;322;0;0;2022-03;4
786;2022-03-12;L;0;0;Home;1;49.0;26.2;4-<NA>-<NA>;4.0;21.4;86.3;8.0;7.0;-513.95;7;3;4-4-2;Sampdoria;reste;16.0;0;0;0;162;0;0;2022-03;4
787;2022-03-20;W;1;1;Away;0;54.0;26.2;4-4-2;4.0;17.2;75.1;5.0;17.0;47.57000000000001;8;3;4-5-1;Sampdoria;reste;8.0;0;1;0;327;0;0;2022-03;4
788;2022-04-03;L;0;0;Home;1;49.0;26.2;4-4-2;3.0;20.7;76.1;10.0;15.0;-252.7;14;4;3-4-3;Sampdoria;reste;8.0;0;2;0;155;0;0;2022-04;4
789;2022-04-11;L;0;0;Away;0;48.0;26.2;4-4-2;2.0;23.2;80.6;13.0;11.0;-57.649999999999984;8;4;3-5-2;Sampdoria;reste;9.0;0;2;0;322;0;0;2022-04;4
790;2022-04-16;L;0;0;Home;1;67.0;26.2;4-4-2;1.0;16.2;82.1;6.0;18.0;57.99000000000001;5;4;3-5-2;Sampdoria;reste;5.0;0;1;0;322;0;0;2022-04;4
791;2022-04-30;W;1;1;Home;1;49.0;26.2;4-5-1;2.0;17.1;66.6;17.0;13.0;7.270000000000009;7;4;4-5-1;Sampdoria;reste;10.0;0;3;0;327;0;0;2022-04;4
792;2022-05-07;L;0;0;Away;0;39.0;26.2;4-5-1;2.0;19.9;79.7;10.0;9.0;-135.93;7;5;4-3-3;Sampdoria;reste;9.0;0;1;0;207;0;0;2022-05;4
793;2022-05-16;W;1;1;Home;1;37.0;26.2;4-5-1;5.0;14.8;74.5;8.0;18.0;-197.25;9;5;4-3-3;Sampdoria;reste;12.0;0;3;1;207;0;1;2022-05;4
794;2021-08-29;D;0;1;Home;1;63.0;25.0;4-5-1;5.0;19.3;83.4;9.0;8.0;122.45;8;8;4-5-1;Sassuolo;reste;19.0;0;2;0;327;0;0;2021-08;4
795;2021-09-12;L;0;0;Away;0;51.0;25.0;4-5-1;7.0;17.6;85.9;12.0;11.0;-130.25;14;9;4-5-1;Sassuolo;automne;14.0;0;1;0;327;0;0;2021-09;4
796;2021-09-17;L;0;0;Home;1;53.0;25.0;4-5-1;2.0;18.6;77.9;10.0;7.0;27.599999999999994;5;9;3-4-3;Sassuolo;automne;10.0;0;0;0;155;0;0;2021-09;4
797;2021-09-21;L;0;0;Away;0;52.0;25.0;4-5-1;1.0;17.4;78.5;8.0;16.0;-147.75;4;9;3-5-2;Sassuolo;automne;8.0;0;2;0;322;0;0;2021-09;4
799;2021-10-17;D;0;1;Away;0;57.0;25.0;4-5-1;5.0;16.7;84.2;4.0;18.0;129.72;15;10;3-5-2;Sassuolo;automne;15.0;0;4;0;322;0;0;2021-10;4
800;2021-10-23;W;1;1;Home;1;63.0;25.0;4-5-1;7.0;14.1;88.4;14.0;11.0;170.01999999999995;6;10;4-4-2;Sassuolo;automne;14.0;0;1;0;162;0;0;2021-10;4
801;2021-10-27;W;1;1;Away;0;43.0;25.0;4-3-3;4.0;18.8;81.8;7.0;15.0;-391.5;4;10;4-4-2;Sassuolo;automne;8.0;0;5;0;162;0;0;2021-10;4
802;2021-10-31;L;0;0;Home;1;57.0;25.0;4-3-3;5.0;19.5;86.1;13.0;16.0;124.5;4;10;4-4-2;Sassuolo;automne;15.0;0;4;0;162;0;0;2021-10;4
803;2021-11-07;L;0;0;Away;0;63.0;25.0;4-3-3;4.0;17.3;82.8;8.0;15.0;108.7;7;11;4-4-2;Sassuolo;automne;10.0;0;3;0;162;0;0;2021-11;4
804;2021-11-21;D;0;1;Home;1;59.0;25.0;4-3-3;3.0;17.7;86.1;5.0;13.0;116.47;14;11;4-5-1;Sassuolo;automne;19.0;1;1;0;327;1;0;2021-11;4
805;2021-11-28;W;1;1;Away;0;50.0;25.0;4-3-3;5.0;18.5;80.4;9.0;7.0;-295.9500000000001;7;11;4-5-1;Sassuolo;automne;15.0;0;2;0;327;0;0;2021-11;4
806;2021-12-01;D;0;1;Home;1;50.0;25.0;4-3-3;7.0;21.5;85.5;6.0;10.0;-226.23;3;12;4-3-3;Sassuolo;reste;9.0;0;4;0;207;0;0;2021-12;4
807;2021-12-05;D;0;1;Away;0;65.0;25.0;4-3-3;6.0;21.4;86.4;5.0;9.0;172.5;4;12;4-4-2;Sassuolo;reste;20.0;0;3;0;162;0;0;2021-12;4
808;2021-12-12;W;1;1;Home;1;59.0;25.0;4-5-1;6.0;18.8;86.5;6.0;9.0;-13.480000000000016;7;12;4-3-3;Sassuolo;reste;17.0;0;1;1;207;0;1;2021-12;4
809;2021-12-19;D;0;1;Away;0;43.0;25.0;4-5-1;4.0;17.7;80.1;6.0;14.0;-74.80000000000003;7;12;4-3-3;Sassuolo;reste;8.0;0;5;0;207;0;0;2021-12;4
810;2021-12-22;L;0;0;Home;1;60.0;25.0;4-3-3;5.0;21.3;85.2;7.0;14.0;64.80000000000001;3;12;3-5-2;Sassuolo;reste;13.0;0;1;0;322;0;0;2021-12;4
811;2022-01-06;D;0;1;Home;1;74.0;25.0;4-5-1;7.0;19.6;88.2;11.0;8.0;129.72;15;1;3-5-2;Sassuolo;reste;28.0;0;3;0;322;0;0;2022-01;4
812;2022-01-09;W;1;1;Away;0;55.0;25.0;4-5-1;12.0;19.8;86.1;10.0;15.0;124.5;3;1;4-4-2;Sassuolo;reste;24.0;1;3;0;162;1;0;2022-01;4
813;2022-01-23;D;0;1;Away;0;50.0;25.0;4-3-3;1.0;18.6;74.9;6.0;15.0;27.599999999999994;4;1;3-4-3;Sassuolo;reste;6.0;0;3;0;155;0;0;2022-01;4
814;2022-02-06;L;0;0;Away;0;61.0;25.0;4-5-1;9.0;17.5;82.8;6.0;16.0;122.45;14;2;4-4-2;Sassuolo;reste;26.0;0;2;0;162;0;0;2022-02;4
815;2022-02-13;D;0;1;Home;1;46.0;25.0;4-3-3;3.0;18.1;79.4;7.0;13.0;-130.25;3;2;3-5-2;Sassuolo;reste;12.0;0;4;1;322;0;1;2022-02;4
816;2022-02-26;W;1;1;Home;1;50.0;25.0;4-5-1;6.0;16.7;81.1;11.0;12.0;-74.80000000000003;6;2;4-3-3;Sassuolo;reste;16.0;0;1;0;207;0;0;2022-02;4
818;2022-03-12;D;0;1;Away;0;53.0;25.0;4-5-1;7.0;17.7;85.1;10.0;15.0;180.44;6;3;4-5-1;Sassuolo;reste;20.0;0;4;1;327;0;1;2022-03;4
819;2022-03-18;W;1;1;Home;1;58.0;25.0;4-3-3;6.0;20.8;84.2;9.0;14.0;172.5;6;3;4-5-1;Sassuolo;reste;15.0;1;2;0;327;1;0;2022-03;4
820;2022-04-02;L;0;0;Away;0;47.0;25.0;4-5-1;5.0;19.0;89.1;4.0;8.0;-13.480000000000016;15;4;4-3-3;Sassuolo;reste;20.0;0;3;0;207;0;0;2022-04;4
821;2022-04-10;W;1;1;Home;1;50.0;25.0;4-5-1;7.0;18.0;83.1;11.0;18.0;-147.75;8;4;3-4-3;Sassuolo;reste;14.0;0;2;0;155;0;0;2022-04;4
822;2022-04-16;L;0;0;Away;0;63.0;25.0;4-5-1;2.0;20.1;78.7;10.0;11.0;116.47;6;4;3-5-2;Sassuolo;reste;8.0;0;2;0;322;0;0;2022-04;4
823;2022-04-25;L;0;0;Home;1;63.0;25.0;4-5-1;7.0;19.0;88.7;7.0;15.0;-391.5;9;4;4-4-2;Sassuolo;reste;22.0;0;2;1;162;0;1;2022-04;4
824;2022-04-30;L;0;0;Away;0;47.0;25.0;4-5-1;4.0;17.5;87.8;6.0;9.0;-226.23;5;4;4-5-1;Sassuolo;reste;13.0;0;3;0;327;0;0;2022-04;4
825;2022-05-07;D;0;1;Home;1;59.0;25.0;4-3-3;5.0;17.6;85.3;8.0;10.0;108.7;7;5;3-5-2;Sassuolo;reste;15.0;0;2;0;322;0;0;2022-05;4
826;2022-05-15;W;1;1;Away;0;45.0;25.0;4-5-1;7.0;15.1;80.3;7.0;10.0;64.80000000000001;8;5;3-5-2;Sassuolo;reste;16.0;0;1;0;322;0;0;2022-05;4
827;2022-05-22;L;0;0;Home;1;53.0;25.0;4-3-3;3.0;25.1;85.1;8.0;8.0;-295.9500000000001;7;5;4-5-1;Sassuolo;reste;15.0;0;2;0;327;0;0;2022-05;4
828;2021-08-23;D;0;1;Away;0;42.0;23.6;3-4-3;4.0;23.2;74.6;10.0;15.0;-56.03;10;8;3-4-3;Spezia;reste;12.0;0;3;0;155;0;0;2021-08;3
829;2021-08-28;L;0;0;Away;0;39.0;23.6;3-4-3;2.0;22.8;80.9;6.0;9.0;-185.98;5;8;4-3-3;Spezia;reste;5.0;0;2;1;207;0;1;2021-08;3
830;2021-09-12;L;0;0;Home;1;56.0;23.6;4-3-3;5.0;21.1;83.3;3.0;12.0;-63.80000000000001;15;9;3-5-2;Spezia;automne;19.0;0;1;0;322;0;0;2021-09;4
831;2021-09-19;W;1;1;Away;0;55.0;23.6;4-5-1;3.0;22.1;76.0;10.0;10.0;-2.480000000000004;7;9;4-4-2;Spezia;automne;12.0;0;1;0;162;0;0;2021-09;4
832;2021-09-22;L;0;0;Home;1;40.0;23.6;4-5-1;4.0;20.1;78.6;4.0;14.0;-564.0;3;9;4-4-2;Spezia;automne;10.0;0;2;0;162;0;0;2021-09;4
833;2021-09-25;L;0;0;Home;1;37.0;23.6;4-5-1;2.0;19.2;74.5;9.0;12.0;-468.4500000000001;3;9;4-5-1;Spezia;automne;8.0;0;2;0;327;0;0;2021-09;4
834;2021-10-16;W;1;1;Home;1;58.0;23.6;4-5-1;5.0;16.6;74.5;7.0;13.0;7.939999999999998;13;10;4-4-2;Spezia;automne;18.0;0;2;0;162;0;0;2021-10;4
835;2021-10-22;L;0;0;Away;0;70.0;23.6;4-5-1;7.0;19.7;81.8;7.0;9.0;-50.05000000000001;6;10;4-4-2;Spezia;automne;17.0;0;1;0;162;0;0;2021-10;4
836;2021-10-26;D;0;1;Home;1;48.0;23.6;4-5-1;3.0;20.9;71.5;16.0;12.0;-42.78;4;10;4-5-1;Spezia;automne;13.0;0;2;0;327;0;0;2021-10;4
837;2021-10-31;L;0;0;Away;0;45.0;23.6;4-5-1;0.0;24.7;80.7;10.0;20.0;-247.3;5;10;4-3-3;Spezia;automne;3.0;0;3;0;207;0;0;2021-10;4
838;2021-11-06;W;1;1;Home;1;41.0;23.6;4-5-1;3.0;19.7;68.5;10.0;15.0;-144.9;6;11;3-4-3;Spezia;automne;7.0;0;3;0;155;0;0;2021-11;4
839;2021-11-20;L;0;0;Away;0;49.0;23.6;3-6-1;5.0;20.8;79.5;4.0;11.0;-320.25;14;11;3-4-3;Spezia;automne;10.0;0;3;0;155;0;0;2021-11;3
840;2021-11-28;L;0;0;Home;1;43.0;23.6;4-3-3;5.0;18.1;77.4;8.0;15.0;-107.7;8;11;3-4-3;Spezia;automne;13.0;0;3;0;155;0;0;2021-11;4
841;2021-12-05;D;0;1;Home;1;35.0;23.6;4-4-2;4.0;11.7;72.5;10.0;11.0;-172.5;4;12;4-3-3;Spezia;reste;9.0;0;4;0;207;0;0;2021-12;4
842;2021-12-13;L;0;0;Away;0;48.0;23.6;3-5-2;2.0;15.2;81.5;7.0;7.0;-302.75;8;12;3-5-2;Spezia;reste;8.0;0;1;0;322;0;0;2021-12;3
843;2021-12-19;D;0;1;Home;1;35.0;23.6;3-5-2;2.0;11.2;72.1;14.0;20.0;-48.0;3;12;4-4-2;Spezia;reste;9.0;0;3;0;162;0;0;2021-12;3
844;2021-12-22;W;1;1;Away;0;35.0;23.6;3-5-2;0.0;26.7;72.6;8.0;12.0;-398.73;3;12;4-5-1;Spezia;reste;8.0;0;3;0;327;0;0;2021-12;3
845;2022-01-09;W;1;1;Away;0;47.0;23.6;4-3-3;9.0;19.5;75.2;8.0;15.0;-42.78;3;1;3-5-2;Spezia;reste;17.0;0;3;0;322;0;0;2022-01;4
846;2022-01-17;W;1;1;Away;0;40.0;23.6;4-3-3;6.0;15.3;74.7;11.0;17.0;-468.4500000000001;8;1;4-5-1;Spezia;reste;10.0;0;5;0;327;0;0;2022-01;4
