;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;key;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Drib_pct;Mis;Dis;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
246;Álvaro González;DF;Marseille;31;6.0;5;451.0;5.0;0.0;0.0;1.0;0.0;42dcf26d;Álvaro GonzálezDFMarseille;2;0;0.0;356.0;373.0;95.4;0.0;1.0;1;100.0;0.0;0.0;0.0;1;2.0;9.0;0.0;0.0;0.0;1.0;7;0;0;26.7;;;;;
247;Amine Gouiri;MF;Nice;21;38.0;32;2754.0;30.6;10.0;9.0;3.0;0.0;aad56ca3;Amine GouiriFWMFNice;71;33;46.5;786.0;1044.0;75.3;132.0;22.0;13;31.3;22.0;5.0;17.0;11;33.0;17.0;1.0;51.2;68.0;56.0;30;6;98;33.3;;;;;
248;Lucas Gourna-Douath;MF;Saint-Étienne;17;31.0;20;1804.0;20.0;1.0;0.0;7.0;0.0;3cd7820a;Lucas Gourna-DouathMFSaint-Étienne;12;2;16.7;751.0;852.0;88.1;28.0;45.0;26;58.3;22.0;3.0;19.0;13;58.0;9.0;2.0;58.6;32.0;23.0;36;0;4;37.9;;;;;
249;Jonathan Gradit;DF;Lens;28;35.0;35;3067.0;34.1;0.0;0.0;7.0;0.0;06c48679;Jonathan GraditDFLens;5;0;0.0;1840.0;2072.0;88.8;40.0;60.0;28;55.6;39.0;27.0;12.0;65;125.0;106.0;0.0;76.2;15.0;9.0;41;0;10;47.5;;;;;
250;Andrew Gravillon;DF;Reims;23;26.0;24;2135.0;23.7;0.0;0.0;9.0;2.0;49136c42;Andrew GravillonDFReims;16;4;25.0;718.0;950.0;75.6;22.0;32.0;24;63.0;25.0;15.0;10.0;33;65.0;83.0;1.0;45.5;25.0;9.0;35;0;24;54.2;;;;;
251;Adrian Grbić;MF;Lorient;24;16.0;4;518.0;5.8;1.0;0.0;0.0;0.0;4a987ffa;Adrian GrbićFWMFLorient;12;7;58.3;68.0;109.0;62.4;7.0;2.0;1;33.3;3.0;1.0;2.0;0;2.0;7.0;0.0;20.0;12.0;4.0;6;2;3;39.4;;;;;
252;Ivo Grbić;GK;Lille;25;21.0;21;1890.0;21.0;0.0;0.0;3.0;0.0;3f034750;Ivo GrbićGKLille;0;0;;397.0;585.0;67.9;3.0;0.0;0;;0.0;0.0;0.0;0;0.0;14.0;1.0;100.0;1.0;2.0;0;0;0;100.0;69.4;9.5;5.2;;
253;Etienne Green;GK;Saint-Étienne;21;15.0;15;1197.0;13.3;0.0;0.0;1.0;1.0;667b65da;Etienne GreenGKSaint-Étienne;0;0;;287.0;402.0;71.4;3.0;1.0;1;;0.0;0.0;0.0;1;2.0;9.0;0.0;;1.0;0.0;2;0;0;100.0;61.2;6.7;3.5;;
254;Gabriel Gudmundsson;MF;Lille;22;30.0;15;1344.0;14.9;1.0;0.0;3.0;0.0;d5d22a58;Gabriel GudmundssonDFMFLille;19;6;31.6;512.0;719.0;71.2;27.0;43.0;31;48.6;15.0;3.0;12.0;20;63.0;13.0;0.0;55.0;29.0;20.0;27;5;62;44.4;;;;;
255;Noah Guede-Nadje;MF;Angers;17;1.0;0;3.0;0.0;0.0;0.0;0.0;0.0;94b442c0;Noah Guede-NadjeMFAngers;0;0;;0.0;0.0;;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;0.0;;;;;
256;Mattéo Guendouzi;MF;Marseille;22;38.0;35;3152.0;35.0;4.0;6.0;6.0;0.0;5ea8ef20;Mattéo GuendouziMFMarseille;50;18;36.0;1882.0;2178.0;86.4;111.0;45.0;30;27.7;15.0;1.0;14.0;16;61.0;18.0;0.0;58.8;59.0;44.0;28;0;49;43.4;;;;;
257;Yanis Guermouche;MF;Montpellier;20;3.0;0;11.0;0.1;0.0;0.0;0.0;0.0;642f9f79;Yanis GuermoucheMFFWMontpellier;0;0;;4.0;4.0;100.0;0.0;2.0;1;100.0;0.0;0.0;0.0;0;2.0;0.0;0.0;0.0;1.0;0.0;2;0;0;;;;;;
258;Evann Guessand;FW;Nice;20;20.0;2;438.0;4.9;1.0;2.0;3.0;0.0;b73f17f8;Evann GuessandFWNice;12;5;41.7;51.0;76.0;67.1;14.0;9.0;8;37.5;4.0;0.0;4.0;0;9.0;1.0;0.0;57.1;20.0;6.0;14;0;0;50.0;;;;;
259;Lamine Gueye;MF;Metz;23;14.0;7;555.0;6.2;0.0;3.0;0.0;0.0;9d5dcc23;Lamine GueyeFWMFMetz;14;7;50.0;140.0;210.0;66.7;22.0;5.0;5;42.9;4.0;0.0;4.0;6;11.0;1.0;0.0;50.0;23.0;15.0;7;3;49;28.6;;;;;
260;Pape Gueye;MF;Marseille;22;28.0;17;1528.0;17.0;0.0;1.0;7.0;0.0;7155e3e1;Pape GueyeMFMarseille;30;4;13.3;854.0;971.0;88.0;29.0;38.0;19;51.6;15.0;3.0;12.0;24;62.0;16.0;0.0;30.8;19.0;16.0;29;4;3;61.8;;;;;
261;Josuha Guilavogui;DM;Bordeaux;30;15.0;15;1331.0;14.8;1.0;1.0;4.0;0.0;e6c43eec;Josuha GuilavoguiMFDFBordeaux;9;3;33.3;676.0;827.0;81.7;31.0;39.0;16;48.3;16.0;8.0;8.0;36;75.0;23.0;0.0;61.5;16.0;2.0;23;0;6;52.0;;;;Josuha Guilavogui;1.0
262;Frederic Guilbert;DF;Strasbourg;26;33.0;28;2516.0;28.0;0.0;4.0;4.0;0.0;5d8d7454;Frederic GuilbertDFStrasbourg;24;5;20.8;1014.0;1498.0;67.7;93.0;69.0;39;51.6;37.0;11.0;26.0;55;124.0;39.0;0.0;52.5;39.0;21.0;26;2;218;40.3;;;;;
263;Bruno Guimarães;MF;Lyon;23;20.0;19;1634.0;18.2;0.0;3.0;2.0;0.0;82518f62;Bruno GuimarãesMFLyon;11;2;18.2;1179.0;1367.0;86.2;83.0;50.0;31;39.0;21.0;4.0;17.0;21;71.0;11.0;1.0;75.5;25.0;27.0;31;1;28;54.5;;;;;
264;Sehrou Guirassy;FW;Rennes;25;37.0;7;1016.0;11.3;9.0;0.0;1.0;0.0;923f4dda;Sehrou GuirassyFWRennes;46;17;37.0;235.0;294.0;79.9;23.0;4.0;2;14.3;4.0;0.0;4.0;1;5.0;8.0;0.0;43.8;36.0;16.0;21;5;1;52.1;;;;;
265;Malo Gusto;DF;Lyon;18;30.0;21;1884.0;20.9;0.0;4.0;3.0;0.0;d56b9520;Malo GustoDFLyon;11;0;0.0;1290.0;1503.0;85.8;46.0;55.0;35;60.0;21.0;6.0;15.0;33;88.0;41.0;1.0;55.9;39.0;16.0;25;2;70;48.5;;;;;
266;Massadio Haïdara;DF;Lens;28;20.0;12;1076.0;12.0;1.0;1.0;5.0;1.0;5167c97e;Massadio HaïdaraDFLens;5;2;40.0;539.0;646.0;83.4;12.0;28.0;21;62.5;18.0;4.0;14.0;22;50.0;31.0;0.0;37.5;10.0;7.0;20;0;18;56.0;;;;;
267;Oualid El Hajjam;DF;Troyes;30;19.0;12;1072.0;11.9;1.0;1.0;2.0;0.0;9f29c204;Oualid El HajjamDFTroyes;10;3;30.0;461.0;596.0;77.3;14.0;22.0;11;65.2;12.0;6.0;6.0;22;44.0;28.0;0.0;60.0;10.0;6.0;16;0;19;41.2;;;;;
268;Achraf Hakimi;DF;Paris S-G;22;32.0;28;2479.0;27.5;4.0;6.0;3.0;1.0;e42d61c7;Achraf HakimiDFParis S-G;20;10;50.0;1626.0;1830.0;88.9;52.0;74.0;51;55.6;26.0;5.0;21.0;28;102.0;23.0;2.0;39.6;32.0;14.0;20;6;52;31.0;;;;;
269;Pierre-Yves Hamel;MF;Lorient;27;3.0;0;30.0;0.3;0.0;0.0;1.0;0.0;a99da9ec;Pierre-Yves HamelFWMFLorient;0;0;;4.0;7.0;57.1;2.0;0.0;0;0.0;0.0;0.0;0.0;2;2.0;0.0;0.0;;0.0;1.0;1;0;0;50.0;;;;;
270;Pierre-Yves Hamel;FW;Clermont Foot;27;17.0;6;523.0;5.8;0.0;0.0;2.0;0.0;a99da9ec;Pierre-Yves HamelFWClermont Foot;13;4;30.8;71.0;99.0;71.7;9.0;11.0;6;83.3;2.0;1.0;1.0;0;11.0;0.0;0.0;50.0;17.0;8.0;13;2;2;41.1;;;;;
271;Romain Hamouma;MF;Saint-Étienne;34;22.0;7;886.0;9.8;2.0;1.0;2.0;0.0;0b4d8274;Romain HamoumaFWMFSaint-Étienne;23;7;30.4;215.0;312.0;68.9;33.0;10.0;7;15.4;8.0;0.0;8.0;4;14.0;1.0;0.0;35.3;32.0;13.0;23;8;42;26.7;;;;;
272;Amine Harit;MF;Marseille;24;23.0;12;1165.0;12.9;4.0;4.0;1.0;0.0;e7d59f4f;Amine HaritFWMFMarseille;15;7;46.7;611.0;703.0;86.9;49.0;18.0;11;52.9;10.0;0.0;10.0;4;22.0;2.0;0.0;44.6;49.0;32.0;17;3;28;30.0;;;;;
273;Henrique;DF;Lyon;27;18.0;12;1105.0;12.3;0.0;1.0;3.0;0.0;f28474a4;HenriqueDFLyon;5;0;0.0;689.0;796.0;86.6;18.0;13.0;7;31.3;13.0;1.0;12.0;22;35.0;14.0;0.0;58.8;13.0;8.0;13;0;21;58.1;;;;;
274;Luis Henrique;MF;Marseille;19;20.0;7;699.0;7.8;0.0;1.0;0.0;0.0;f36d5624;Luis HenriqueFWMFMarseille;6;2;33.3;166.0;214.0;77.6;13.0;4.0;3;40.0;2.0;0.0;2.0;5;9.0;1.0;0.0;38.9;22.0;9.0;6;5;12;0.0;;;;;
275;Christophe Hérelle;DF;Brest;28;23.0;23;1932.0;21.5;0.0;0.0;6.0;0.0;3681cfff;Christophe HérelleDFBrest;6;2;33.3;702.0;821.0;85.5;11.0;48.0;28;65.4;20.0;15.0;5.0;44;92.0;84.0;1.0;75.0;7.0;2.0;20;1;1;50.0;;;;;
276;Jérôme Hergault;DF;Lorient;35;8.0;5;352.0;3.9;0.0;0.0;2.0;2.0;a84f9a4b;Jérôme HergaultDFLorient;1;0;0.0;160.0;213.0;75.1;5.0;3.0;1;40.0;4.0;1.0;3.0;4;7.0;7.0;0.0;20.0;8.0;2.0;7;0;13;50.0;;;;;
277;Ander Herrera;MF;Paris S-G;31;19.0;12;1091.0;12.1;3.0;2.0;2.0;0.0;436a9dd0;Ander HerreraMFParis S-G;14;3;21.4;970.0;1060.0;91.5;39.0;29.0;17;35.9;22.0;8.0;14.0;14;43.0;8.0;0.0;60.0;17.0;5.0;14;3;6;40.0;;;;;
278;Franck Honorat;MF;Brest;24;34.0;34;2899.0;32.2;11.0;4.0;3.0;0.0;db7849ca;Franck HonoratFWMFBrest;60;30;50.0;829.0;1225.0;67.7;124.0;54.0;38;57.4;24.0;2.0;22.0;15;69.0;25.0;0.0;46.8;78.0;30.0;24;5;188;36.7;;;;;
279;Fraser Hornby;MF;Reims;21;8.0;4;350.0;3.9;0.0;0.0;1.0;0.0;29aee77c;Fraser HornbyFWMFReims;6;2;33.3;50.0;89.0;56.2;4.0;3.0;1;0.0;3.0;0.0;3.0;4;7.0;5.0;0.0;66.7;9.0;5.0;7;6;1;51.6;;;;;
280;Cédric Hountondji;DF;Clermont Foot;27;23.0;23;2034.0;22.6;1.0;0.0;2.0;0.0;00891164;Cédric HountondjiDFClermont Foot;8;3;37.5;836.0;988.0;84.6;6.0;33.0;17;66.7;23.0;12.0;11.0;34;67.0;76.0;0.0;;2.0;1.0;12;0;1;69.7;;;;;
281;Suk Hyun-jun;MF;Troyes;30;9.0;0;153.0;1.7;0.0;0.0;0.0;0.0;7ffaf233;Suk Hyun-junFWMFTroyes;8;2;25.0;32.0;38.0;84.2;7.0;0.0;0;;2.0;0.0;2.0;0;0.0;2.0;0.0;57.1;5.0;4.0;7;0;1;47.1;;;;;
282;Mauro Icardi;FW;Paris S-G;28;24.0;10;1027.0;11.4;4.0;0.0;1.0;0.0;43b78598;Mauro IcardiFWParis S-G;28;9;32.1;120.0;153.0;78.4;21.0;5.0;3;42.9;3.0;0.0;3.0;5;10.0;12.0;0.0;22.2;14.0;9.0;14;9;2;35.7;;;;;
283;Jonathan Iglesias;DM;Clermont Foot;32;15.0;5;579.0;6.4;0.0;0.0;0.0;0.0;639ca1cf;Jonathan IglesiasMFClermont Foot;1;0;0.0;320.0;362.0;88.4;11.0;18.0;11;55.6;8.0;2.0;6.0;5;23.0;2.0;1.0;40.0;6.0;6.0;11;0;1;25.0;;;;Jonathan Iglesias;1.0
284;Juan Ignacio Ramírez;FW;Saint-Étienne;24;5.0;1;126.0;1.4;0.0;0.0;0.0;0.0;ad513a6b;Juan Ignacio RamírezFWSaint-Étienne;2;0;0.0;7.0;10.0;70.0;1.0;2.0;1;;0.0;0.0;0.0;0;2.0;0.0;0.0;50.0;1.0;1.0;1;0;0;20.0;;;;;
285;Danylo Ihnatenko;DM;Bordeaux;24;11.0;7;692.0;7.7;0.0;3.0;3.0;1.0;65bbfba3;Danylo IhnatenkoMFBordeaux;12;1;8.3;303.0;375.0;80.8;24.0;17.0;9;41.7;9.0;2.0;7.0;6;23.0;17.0;1.0;100.0;6.0;2.0;16;0;8;72.2;;;;Danylo Ihnatenko;1.0
286;Jonathan Ikone;MF;Lille;23;18.0;13;1062.0;11.8;1.0;0.0;1.0;0.0;42eaa028;Jonathan IkoneMFFWLille;22;8;36.4;331.0;424.0;78.1;35.0;11.0;3;36.4;13.0;1.0;12.0;5;16.0;4.0;0.0;44.6;29.0;18.0;13;2;8;33.3;;;;;
287;Bonke Innocent;DM;Lorient;25;12.0;11;874.0;9.7;0.0;0.0;4.0;0.0;546bb36e;Bonke InnocentMFLorient;3;1;33.3;334.0;385.0;86.8;10.0;27.0;16;42.3;11.0;3.0;8.0;16;43.0;14.0;0.0;71.4;10.0;6.0;20;0;2;41.2;;;;Bonke Innocent;1.0
288;Wilson Isidor;MF;Monaco;20;4.0;0;50.0;0.6;0.0;0.0;0.0;0.0;a671316d;Wilson IsidorFWMFMonaco;1;0;0.0;8.0;17.0;47.1;1.0;0.0;0;0.0;1.0;0.0;1.0;0;0.0;0.0;0.0;;2.0;0.0;1;2;0;50.0;;;;;
289;Ismail Jakobs;MF;Monaco;21;28.0;10;1203.0;13.4;0.0;1.0;1.0;0.0;a0415710;Ismail JakobsDFFWMonaco;5;1;20.0;625.0;908.0;68.8;39.0;32.0;16;45.7;16.0;1.0;15.0;17;49.0;31.0;0.0;54.5;18.0;6.0;15;1;82;71.7;;;;;
290;Marin Jakoliš;FW;Angers;24;10.0;2;229.0;2.5;0.0;0.0;0.0;0.0;96f4ebc0;Marin JakolišFWAngers;9;3;33.3;53.0;74.0;71.6;8.0;2.0;1;0.0;0.0;0.0;0.0;1;3.0;0.0;0.0;50.0;2.0;0.0;5;2;7;75.0;;;;;
291;Abdel Jalil Medioub;DF;Bordeaux;23;10.0;6;622.0;6.9;0.0;0.0;0.0;0.0;4937a9f7;Abdel Jalil MedioubDFBordeaux;3;0;0.0;231.0;287.0;80.5;1.0;9.0;5;75.0;8.0;4.0;4.0;12;21.0;34.0;0.0;100.0;3.0;1.0;3;0;0;70.0;;;;;
292;Corentin Jean;MF;Lens;26;17.0;1;255.0;2.8;1.0;0.0;2.0;0.0;7d9b37bf;Corentin JeanFWMFLens;7;2;28.6;85.0;116.0;73.3;8.0;9.0;6;50.0;5.0;0.0;5.0;1;10.0;0.0;0.0;33.3;9.0;4.0;7;2;10;27.3;;;;;
293;Jemerson;DF;Metz;28;15.0;15;1202.0;13.4;0.0;0.0;3.0;2.0;7cab69b5;JemersonDFMetz;5;2;40.0;410.0;485.0;84.5;4.0;37.0;25;69.2;23.0;8.0;15.0;25;62.0;33.0;1.0;75.0;10.0;4.0;18;0;0;40.6;;;;;
294;Moritz Jenz;DF;Lorient;22;17.0;16;1381.0;15.3;1.0;0.0;5.0;1.0;ee644761;Moritz JenzDFLorient;9;1;11.1;584.0;691.0;84.5;9.0;26.0;12;45.8;19.0;11.0;8.0;28;54.0;55.0;0.0;66.7;4.0;1.0;24;0;0;52.6;;;;;
295;Lenny Joseph;MF;Metz;20;8.0;0;153.0;1.7;0.0;0.0;1.0;0.0;d1828392;Lenny JosephFWMFMetz;0;0;;20.0;32.0;62.5;1.0;2.0;1;;3.0;0.0;3.0;0;2.0;0.0;0.0;50.0;4.0;6.0;5;0;1;36.4;;;;;
296;Issa Kaboré;DF;Troyes;20;31.0;26;2254.0;25.0;0.0;1.0;8.0;2.0;c066d1a5;Issa KaboréDFTroyes;7;2;28.6;721.0;1006.0;71.7;52.0;45.0;22;52.6;27.0;2.0;25.0;20;65.0;38.0;1.0;52.8;59.0;25.0;30;4;111;42.3;;;;;
297;Tino Kadewere;FW;Lyon;25;15.0;3;506.0;5.6;1.0;0.0;0.0;1.0;7d08063d;Tino KadewereFWLyon;18;7;38.9;133.0;164.0;81.1;15.0;7.0;5;30.8;7.0;0.0;7.0;4;11.0;1.0;1.0;72.7;18.0;7.0;6;4;7;33.3;;;;;
298;Gaël Kakuta;MF;Lens;30;29.0;20;1673.0;18.6;3.0;2.0;1.0;0.0;5b1bf5e3;Gaël KakutaMFFWLens;40;14;35.0;511.0;722.0;70.8;52.0;22.0;14;20.0;10.0;0.0;10.0;4;26.0;3.0;0.0;50.9;65.0;36.0;15;5;46;34.3;;;;;
299;Arnaud Kalimuendo;FW;Paris S-G;19;2.0;0;8.0;0.1;0.0;0.0;0.0;0.0;bf4c41f9;Arnaud KalimuendoFWParis S-G;0;0;;5.0;5.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;;;;;;
300;Arnaud Kalimuendo;FW;Lens;19;32.0;27;2148.0;23.9;12.0;0.0;1.0;1.0;bf4c41f9;Arnaud KalimuendoFWLens;60;29;48.3;404.0;483.0;83.6;55.0;9.0;8;28.6;6.0;1.0;5.0;8;17.0;0.0;0.0;44.3;80.0;62.0;13;14;17;13.3;;;;;
301;Samuel Kalu;MF;Bordeaux;23;11.0;3;328.0;3.6;1.0;1.0;1.0;0.0;b8d22478;Samuel KaluFWMFBordeaux;13;8;61.5;90.0;120.0;75.0;12.0;8.0;5;40.0;2.0;0.0;2.0;3;11.0;1.0;0.0;45.5;12.0;8.0;3;0;19;30.0;;;;;
302;Boubacar Kamara;MF;Marseille;21;34.0;31;2778.0;30.9;1.0;0.0;5.0;0.0;cc77354e;Boubacar KamaraMFDFMarseille;22;3;13.6;2193.0;2425.0;90.4;53.0;68.0;38;55.3;29.0;10.0;19.0;46;114.0;44.0;1.0;61.5;31.0;14.0;40;0;8;51.9;;;;;
303;Hassane Kamara;MF;Nice;27;11.0;7;544.0;6.0;0.0;0.0;2.0;0.0;19a12bed;Hassane KamaraMFDFNice;13;1;7.7;239.0;299.0;79.9;7.0;13.0;10;62.5;10.0;2.0;8.0;9;22.0;4.0;0.0;44.4;6.0;6.0;8;3;16;13.3;;;;;
304;Jean-Armel Kana-Biyik;DF;Metz;32;10.0;8;664.0;7.4;0.0;0.0;1.0;0.0;76a4233b;Jean-Armel Kana-BiyikDFMetz;1;0;0.0;275.0;317.0;86.8;1.0;10.0;6;44.4;11.0;4.0;7.0;16;26.0;22.0;1.0;33.3;1.0;1.0;4;0;0;66.7;;;;;
305;Nordine Kandil;MF;Strasbourg;19;5.0;0;90.0;1.0;0.0;1.0;1.0;0.0;c5908bc4;Nordine KandilMFFWStrasbourg;1;0;0.0;50.0;69.0;72.5;5.0;2.0;1;100.0;1.0;1.0;0.0;0;2.0;0.0;0.0;50.0;2.0;5.0;1;0;7;50.0;;;;;
306;Eiji Kawashima;GK;Strasbourg;38;1.0;1;90.0;1.0;0.0;0.0;0.0;0.0;a4527d33;Eiji KawashimaGKStrasbourg;0;0;;27.0;30.0;90.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;;100.0;100.0;16.7;;
307;Ilan Kebbal;MF;Reims;23;31.0;21;1772.0;19.7;1.0;4.0;1.0;0.0;37d04e90;Ilan KebbalMFFWReims;27;6;22.2;617.0;829.0;74.4;71.0;31.0;15;27.3;16.0;0.0;16.0;13;44.0;3.0;0.0;54.7;54.0;38.0;12;7;71;10.0;;;;;
308;Thilo Kehrer;DF;Paris S-G;24;27.0;16;1513.0;16.8;2.0;0.0;0.0;0.0;51dbeea9;Thilo KehrerDFParis S-G;9;4;44.4;1142.0;1209.0;94.5;12.0;21.0;14;42.9;19.0;11.0;8.0;24;45.0;29.0;0.0;33.3;6.0;11.0;15;0;5;55.3;;;;;
309;Habib Keita;MF;Lyon;19;3.0;0;7.0;0.1;0.0;0.0;0.0;0.0;cc588cbe;Habib KeitaMFFWLyon;2;2;100.0;6.0;6.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;0.0;;;;;
310;Saîf-Eddine Khaoui;MF;Clermont Foot;26;23.0;9;927.0;10.3;1.0;0.0;1.0;0.0;796b1c41;Saîf-Eddine KhaouiMFFWClermont Foot;20;7;35.0;276.0;381.0;72.4;32.0;19.0;10;50.0;9.0;0.0;9.0;14;33.0;5.0;0.0;70.6;23.0;13.0;11;0;40;12.5;;;;;
311;Wahbi Khazri;MF;Saint-Étienne;30;30.0;26;2225.0;24.7;10.0;0.0;6.0;0.0;2677a1de;Wahbi KhazriFWMFSaint-Étienne;69;18;26.1;426.0;613.0;69.5;82.0;33.0;18;26.5;21.0;0.0;21.0;12;45.0;7.0;0.0;48.5;79.0;48.0;22;22;57;23.1;;;;;
312;Presnel Kimpembe;DF;Paris S-G;25;30.0;29;2576.0;28.6;1.0;0.0;6.0;0.0;aef6e670;Presnel KimpembeDFParis S-G;7;1;14.3;2154.0;2254.0;95.6;18.0;34.0;19;60.9;20.0;14.0;6.0;38;72.0;73.0;1.0;72.7;15.0;5.0;28;0;2;71.0;;;;;
313;Thibault Klidje;MF;Bordeaux;20;5.0;0;86.0;1.0;0.0;0.0;0.0;0.0;db013c7d;Thibault KlidjeMFFWBordeaux;1;0;0.0;25.0;36.0;69.4;6.0;0.0;0;0.0;1.0;1.0;0.0;2;2.0;0.0;0.0;66.7;3.0;3.0;3;1;6;20.0;;;;;
314;Justin Kluivert;MF;Nice;22;27.0;24;1868.0;20.8;4.0;5.0;6.0;1.0;4c3a6744;Justin KluivertMFNice;30;10;33.3;423.0;665.0;63.6;64.0;19.0;9;23.8;13.0;1.0;12.0;14;33.0;6.0;0.0;51.3;50.0;35.0;39;5;161;53.8;;;;;
315;Samuel Koeberlé;FW;Reims;16;1.0;0;1.0;0.0;0.0;0.0;0.0;0.0;6751b938;Samuel KoeberléFWReims;0;0;;2.0;2.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;;;;;;
316;Philippe Koffi;FW;Reims;19;10.0;3;375.0;4.2;1.0;0.0;1.0;0.0;9f1c2822;Philippe KoffiFWReims;9;2;22.2;46.0;74.0;62.2;11.0;4.0;0;0.0;2.0;1.0;1.0;3;7.0;3.0;0.0;71.4;22.0;3.0;8;7;3;27.3;;;;;
317;Sead Kolašinac;DF;Marseille;28;14.0;6;440.0;4.9;0.0;1.0;0.0;0.0;3935e52e;Sead KolašinacDFMarseille;0;0;;195.0;251.0;77.7;7.0;7.0;6;62.5;4.0;0.0;4.0;0;7.0;7.0;1.0;0.0;15.0;2.0;7;0;7;100.0;;;;;
318;Randal Kolo Muani;MF;Nantes;22;36.0;34;2948.0;32.8;12.0;4.0;2.0;0.0;c0b3669f;Randal Kolo MuaniFWMFNantes;54;26;48.1;368.0;547.0;67.3;83.0;28.0;14;40.0;14.0;3.0;11.0;6;34.0;31.0;0.0;50.0;110.0;73.0;59;18;31;37.5;;;;;
319;Timothée Kolodziejczak;DF;Saint-Étienne;29;30.0;30;2565.0;28.5;2.0;3.0;4.0;1.0;ab096c6f;Timothée KolodziejczakDFSaint-Étienne;15;6;40.0;1230.0;1589.0;77.4;36.0;43.0;24;55.6;29.0;7.0;22.0;60;103.0;72.0;1.0;71.4;21.0;2.0;29;2;38;44.9;;;;;
320;Ghislain Konan;DF;Reims;25;28.0;28;2418.0;26.9;1.0;3.0;1.0;0.0;6b2c894b;Ghislain KonanDFReims;19;5;26.3;978.0;1296.0;75.5;54.0;35.0;19;53.3;35.0;8.0;27.0;28;63.0;45.0;0.0;47.6;44.0;20.0;17;2;84;54.2;;;;;
321;Ibrahima Koné;FW;Lorient;22;16.0;6;732.0;8.1;5.0;1.0;2.0;0.0;04bb2b06;Ibrahima KonéFWLorient;15;8;53.3;91.0;136.0;66.9;27.0;7.0;4;66.7;8.0;3.0;5.0;1;8.0;3.0;0.0;66.7;26.0;19.0;13;5;4;31.4;;;;;
322;Youssouf Koné;DF;Troyes;26;21.0;11;980.0;10.9;0.0;1.0;2.0;1.0;e6eadfb8;Youssouf KonéDFTroyes;9;3;33.3;322.0;439.0;73.3;13.0;30.0;18;63.3;8.0;3.0;5.0;10;40.0;25.0;0.0;71.4;4.0;11.0;7;2;33;37.5;;;;;
323;Laurent Koscielny;DF;Bordeaux;35;11.0;11;933.0;10.4;0.0;1.0;2.0;0.0;f5efb153;Laurent KoscielnyDFBordeaux;0;0;;494.0;552.0;89.5;9.0;14.0;9;61.5;17.0;12.0;5.0;12;26.0;39.0;0.0;66.7;3.0;1.0;11;0;0;83.3;;;;;
324;Rominigue Kouamé;MF;Troyes;24;34.0;34;2968.0;33.0;1.0;2.0;5.0;0.0;86a2ba20;Rominigue KouaméMFTroyes;37;11;29.7;1365.0;1559.0;87.6;64.0;47.0;22;32.8;33.0;5.0;28.0;46;93.0;22.0;2.0;69.6;49.0;32.0;43;1;7;37.8;;;;;
325;Boubakar Kouyaté;DF;Metz;24;30.0;30;2665.0;29.6;1.0;0.0;8.0;1.0;562a4799;Boubakar KouyatéDFMetz;22;6;27.3;938.0;1156.0;81.1;14.0;84.0;50;62.3;63.0;33.0;30.0;79;163.0;217.0;3.0;54.5;29.0;5.0;35;7;0;67.6;;;;;
326;Jean-Philippe Krasso;FW;Saint-Étienne;24;16.0;5;453.0;5.0;1.0;1.0;0.0;0.0;037f2523;Jean-Philippe KrassoFWSaint-Étienne;12;2;16.7;65.0;106.0;61.3;15.0;7.0;5;20.0;7.0;1.0;6.0;0;7.0;1.0;0.0;62.5;27.0;14.0;9;2;5;50.0;;;;;
327;Mykola Kukharevych;FW;Troyes;20;2.0;0;15.0;0.2;0.0;0.0;0.0;0.0;8197a269;Mykola KukharevychFWTroyes;1;0;0.0;3.0;7.0;42.9;1.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;1.0;0.0;1;0;0;50.0;;;;;
328;Enock Kwateng;DF;Bordeaux;24;29.0;22;2002.0;22.2;1.0;0.0;6.0;1.0;4bf69118;Enock KwatengDFBordeaux;7;3;42.9;995.0;1223.0;81.4;32.0;54.0;35;45.8;17.0;4.0;13.0;43;97.0;48.0;1.0;62.9;27.0;4.0;22;1;40;51.1;;;;;
329;Grejohn Kyei;FW;Clermont Foot;25;14.0;4;396.0;4.4;0.0;1.0;1.0;0.0;397ba086;Grejohn KyeiFWClermont Foot;11;3;27.3;65.0;94.0;69.1;11.0;3.0;2;0.0;6.0;0.0;6.0;0;3.0;1.0;0.0;77.8;25.0;9.0;14;1;0;60.9;;;;;
