;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;key;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Drib_pct;Mis;Dis;Touches;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
400;Krzysztof Piątek;FW;Salernitana;27-269;23.0;16;1508.0;16.8;3.0;2.0;4.0;0.0;17f3620a;Krzysztof PiątekFWSalernitana;44;18;40.9;278.0;403.0;69.0;38.0;14.0;7;31.3;10.0;2.0;8.0;0;14.0;26.0;0.0;47.1;55.0;26.0;611.0;28;15;11;47.3;;;;;
401;Roberto Piccoli;FW;Hellas-Verona;22-059;7.0;2;192.0;2.1;0.0;0.0;0.0;0.0;1cadaf34;Roberto PiccoliFWHellas Verona;4;2;50.0;13.0;25.0;52.0;1.0;1.0;0;0.0;2.0;0.0;2.0;0;1.0;2.0;0.0;33.3;7.0;4.0;55.0;2;4;3;18.8;;;;;
402;Roberto Piccoli;MF;Empoli;22-059;5.0;1;134.0;1.5;0.0;0.0;0.0;0.0;1cadaf34;Roberto PiccoliFWMFEmpoli;4;1;25.0;16.0;23.0;69.6;1.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;3.0;0.0;40.0;3.0;3.0;44.0;2;1;0;55.6;;;;;
403;Charles Pickel;MF;Cremonese;25-316;25.0;23;1873.0;20.8;1.0;0.0;8.0;0.0;f71ad8cb;Charles PickelMFCremonese;17;6;35.3;578.0;755.0;76.6;38.0;42.0;16;55.0;27.0;4.0;23.0;18;60.0;26.0;1.0;25.0;29.0;13.0;974.0;27;3;6;41.5;;;;;
404;Andrea Pinamonti;FW;Sassuolo;23-312;23.0;19;1637.0;18.2;4.0;0.0;2.0;0.0;08aa9cd1;Andrea PinamontiFWSassuolo;51;16;31.4;241.0;377.0;63.9;42.0;7.0;5;60.0;15.0;1.0;14.0;2;9.0;9.0;0.0;36.0;46.0;46.0;570.0;15;5;11;31.9;;;;;
405;Lorenzo Pirola;DF;Salernitana;21-035;15.0;12;1080.0;12.0;1.0;0.0;3.0;0.0;caec77da;Lorenzo PirolaDFSalernitana;6;1;16.7;411.0;515.0;79.8;9.0;26.0;22;75.0;29.0;22.0;7.0;20;46.0;54.0;0.0;50.0;3.0;0.0;662.0;21;0;1;66.7;;;;;
406;Marko Pjaca;MF;Empoli;27-325;13.0;5;461.0;5.1;0.0;0.0;0.0;0.0;2c38b327;Marko PjacaMFFWEmpoli;14;2;14.3;181.0;229.0;79.0;26.0;2.0;1;50.0;1.0;0.0;1.0;1;3.0;0.0;0.0;58.8;13.0;15.0;286.0;0;1;24;40.0;;;;;
407;Tommaso Pobega;DM;Milan;23-255;13.0;6;574.0;6.4;1.0;0.0;2.0;0.0;55a1cac2;Tommaso PobegaMFMilan;10;3;30.0;169.0;224.0;75.4;18.0;14.0;7;60.0;6.0;2.0;4.0;7;21.0;8.0;0.0;50.0;8.0;3.0;282.0;24;0;2;45.0;;;;Tommaso Pobega;1.0
408;Paul Pogba;DM;Juventus;30-012;2.0;0;36.0;0.4;0.0;0.0;0.0;0.0;867239d3;Paul PogbaMFDFJuventus;2;0;0.0;15.0;21.0;71.4;4.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;2.0;1.0;25.0;1;0;0;75.0;;;;Paul Pogba;1.0
409;Matteo Politano;FW;Napoli;29-236;22.0;12;970.0;10.8;3.0;3.0;1.0;0.0;5e861944;Matteo PolitanoFWNapoli;23;5;21.7;384.0;528.0;72.7;66.0;17.0;9;45.5;5.0;0.0;5.0;7;24.0;5.0;0.0;42.6;25.0;11.0;658.0;10;1;64;37.5;;;;;
410;Marin Pongračić;DF;Lecce;25-197;9.0;9;790.0;8.8;0.0;0.0;2.0;0.0;2a6cd437;Marin PongračićDFLecce;1;0;0.0;296.0;361.0;82.0;6.0;16.0;14;71.4;4.0;3.0;1.0;16;32.0;31.0;0.0;100.0;5.0;0.0;435.0;15;0;0;47.4;;;;;
411;Stefan Posch;DF;Bologna;25-317;20.0;20;1718.0;19.1;4.0;1.0;1.0;0.0;7f609bfc;Stefan PoschDFBologna;17;8;47.1;938.0;1233.0;76.1;39.0;51.0;29;63.2;28.0;8.0;20.0;26;77.0;45.0;0.0;35.3;31.0;8.0;1448.0;29;1;40;52.9;;;;;
412;Ivan Provedel;GK;Lazio;29-010;27.0;26;2423.0;26.9;0.0;0.0;0.0;0.0;277da414;Ivan ProvedelGKLazio;0;0;;764.0;969.0;78.8;7.0;1.0;0;;0.0;0.0;0.0;0;1.0;15.0;0.0;100.0;0.0;0.0;1028.0;0;0;0;100.0;80.0;61.5;3.8;;
413;Ignacio Pussetto;MF;Sampdoria;27-096;5.0;1;152.0;1.7;0.0;0.0;1.0;0.0;62437b4f;Ignacio PussettoMFDFSampdoria;2;2;100.0;34.0;56.0;60.7;2.0;6.0;3;75.0;4.0;0.0;4.0;0;6.0;3.0;0.0;33.3;7.0;1.0;81.0;7;0;5;44.4;;;;;
414;Niklas Pyyhtiä;MF;Bologna;19-183;4.0;0;66.0;0.7;0.0;0.0;0.0;0.0;88f53b75;Niklas PyyhtiäMFBologna;2;0;0.0;23.0;30.0;76.7;0.0;1.0;0;0.0;0.0;0.0;0.0;1;2.0;2.0;0.0;;1.0;2.0;40.0;0;0;0;0.0;;;;;
415;Fabio Quagliarella;FW;Sampdoria;40-055;17.0;2;396.0;4.4;0.0;0.0;2.0;0.0;ee4f2f3b;Fabio QuagliarellaFWSampdoria;20;5;25.0;76.0;114.0;66.7;11.0;1.0;1;0.0;4.0;0.0;4.0;0;1.0;3.0;0.0;40.0;18.0;3.0;173.0;3;5;7;20.8;;;;;
416;Giacomo Quagliata;DF;Cremonese;23-036;13.0;4;493.0;5.5;0.0;0.0;0.0;0.0;1b9c7401;Giacomo QuagliataDFCremonese;9;1;11.1;153.0;249.0;61.4;17.0;8.0;7;57.1;5.0;2.0;3.0;8;16.0;5.0;0.0;33.3;9.0;4.0;313.0;10;0;40;20.0;;;;;
417;Adrien Rabiot;MF;Juventus;27-358;23.0;22;1938.0;21.5;7.0;3.0;5.0;0.0;8794e251;Adrien RabiotMFJuventus;29;17;58.6;653.0;811.0;80.5;60.0;41.0;23;47.5;32.0;7.0;25.0;20;61.0;31.0;1.0;47.5;43.0;25.0;1078.0;26;2;24;58.2;;;;;
418;Nemanja Radonjić;MF;Torino;27-040;24.0;12;1154.0;12.8;2.0;2.0;1.0;0.0;0630eb63;Nemanja RadonjićMFFWTorino;37;12;32.4;233.0;367.0;63.5;35.0;2.0;1;0.0;3.0;0.0;3.0;2;4.0;3.0;0.0;33.0;47.0;29.0;567.0;17;11;59;33.3;;;;;
419;Ivan Radovanović;MF;Salernitana;34-210;10.0;7;671.0;7.5;0.0;0.0;1.0;1.0;023937a9;Ivan RadovanovićMFDFSalernitana;7;0;0.0;214.0;265.0;80.8;2.0;12.0;4;40.0;9.0;3.0;6.0;7;19.0;9.0;1.0;0.0;6.0;0.0;323.0;4;0;0;40.0;;;;;
420;Ionuț Radu;GK;Cremonese;25-303;9.0;9;810.0;9.0;0.0;0.0;0.0;0.0;67f649be;Ionuț RaduGKCremonese;0;0;;221.0;336.0;65.8;6.0;0.0;0;;0.0;0.0;0.0;0;0.0;1.0;3.0;;0.0;0.0;366.0;0;0;0;75.0;75.0;11.1;5.6;;
421;Antonio Raimondo;FW;Bologna;19-009;2.0;0;15.0;0.2;0.0;0.0;0.0;0.0;ce1a6c7e;Antonio RaimondoFWBologna;0;0;;3.0;4.0;75.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;1.0;0.0;;1.0;1.0;6.0;0;0;0;0.0;;;;;
422;Luca Ranieri;DF;Fiorentina;23-338;4.0;3;282.0;3.1;0.0;0.0;0.0;0.0;8c63fae5;Luca RanieriDFFiorentina;0;0;;121.0;155.0;78.1;3.0;6.0;2;66.7;2.0;1.0;1.0;6;12.0;8.0;1.0;50.0;2.0;0.0;181.0;2;2;0;33.3;;;;;
423;Andrea Ranocchia;DF;Monza;35-039;1.0;1;47.0;0.5;0.0;0.0;0.0;0.0;539230cf;Andrea RanocchiaDFMonza;0;0;;16.0;19.0;84.2;0.0;3.0;1;75.0;5.0;5.0;0.0;0;3.0;7.0;0.0;;0.0;0.0;35.0;2;0;0;33.3;;;;;
424;Filippo Ranocchia;DM;Monza;21-317;14.0;5;530.0;5.9;1.0;0.0;1.0;0.0;d9ebed1c;Filippo RanocchiaMFMonza;19;8;42.1;201.0;255.0;78.8;19.0;11.0;6;36.4;5.0;1.0;4.0;4;15.0;7.0;0.0;53.3;10.0;10.0;328.0;7;0;13;25.0;;;;Filippo Ranocchia;1.0
425;Giacomo Raspadori;MF;Napoli;23-037;15.0;7;580.0;6.4;1.0;0.0;1.0;0.0;6e058f06;Giacomo RaspadoriFWMFNapoli;26;12;46.2;227.0;299.0;75.9;23.0;8.0;7;33.3;6.0;0.0;6.0;2;10.0;3.0;0.0;28.6;21.0;9.0;384.0;5;1;15;14.3;;;;;
426;Giacomo Raspadori;FW;Sassuolo;23-037;1.0;0;45.0;0.5;0.0;0.0;0.0;0.0;6e058f06;Giacomo RaspadoriFWSassuolo;0;0;;10.0;12.0;83.3;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;2.0;1.0;15.0;0;0;1;;;;;;
427;Ante Rebić;MF;Milan;29-187;17.0;6;621.0;6.9;3.0;2.0;4.0;0.0;536cebe5;Ante RebićFWMFMilan;20;10;50.0;114.0;213.0;53.5;25.0;6.0;4;28.6;5.0;0.0;5.0;1;7.0;4.0;0.0;38.9;18.0;11.0;284.0;15;5;21;55.6;;;;;
428;Arkadiusz Reca;DF;Spezia;27-283;21.0;19;1610.0;17.9;1.0;1.0;5.0;0.0;6213fd82;Arkadiusz RecaDFSpezia;15;6;40.0;595.0;861.0;69.1;38.0;35.0;21;61.9;15.0;3.0;12.0;21;56.0;43.0;0.0;30.4;28.0;8.0;1076.0;26;2;65;47.6;;;;;
429;Panagiotis Retsos;DF;Hellas-Verona;24-230;2.0;1;122.0;1.4;0.0;0.0;0.0;0.0;4bd00a50;Panagiotis RetsosDFHellas Verona;1;0;0.0;44.0;56.0;78.6;1.0;5.0;4;100.0;4.0;1.0;3.0;2;7.0;3.0;0.0;100.0;0.0;1.0;76.0;4;0;0;50.0;;;;;
430;Franck Ribéry;MF;Salernitana;39-354;1.0;0;37.0;0.4;0.0;0.0;0.0;0.0;f61c7c4e;Franck RibéryMFSalernitana;0;0;;19.0;22.0;86.4;1.0;0.0;0;;1.0;0.0;1.0;0;0.0;0.0;0.0;0.0;0.0;1.0;28.0;0;0;0;;;;;;
431;Samuele Ricci;DM;Torino;21-218;18.0;14;1336.0;14.8;1.0;1.0;5.0;0.0;9823be92;Samuele RicciMFTorino;13;5;38.5;699.0;791.0;88.4;29.0;19.0;11;86.7;15.0;4.0;11.0;12;31.0;18.0;1.0;27.8;13.0;13.0;919.0;16;0;16;46.2;;;;Samuele Ricci;1.0
432;Tomás Rincón;DM;Sampdoria;35-073;23.0;19;1649.0;18.3;0.0;2.0;5.0;1.0;f1cfc209;Tomás RincónMFSampdoria;9;3;33.3;667.0;822.0;81.1;28.0;42.0;20;52.5;23.0;2.0;21.0;22;64.0;10.0;0.0;58.1;19.0;19.0;999.0;37;0;16;70.6;;;;Tomás Rincón;1.0
433;Pablo Rodríguez;MF;Lecce;21-235;4.0;0;54.0;0.6;0.0;0.0;0.0;0.0;1d4e63b6;Pablo RodríguezFWMFLecce;0;0;;14.0;21.0;66.7;0.0;2.0;1;0.0;3.0;0.0;3.0;0;2.0;0.0;0.0;0.0;1.0;2.0;32.0;1;0;4;0.0;;;;;
434;Ricardo Rodríguez;DF;Torino;30-214;24.0;19;1777.0;19.7;0.0;0.0;1.0;0.0;7f78ad23;Ricardo RodríguezDFTorino;6;2;33.3;958.0;1165.0;82.2;37.0;41.0;24;66.7;20.0;11.0;9.0;26;67.0;39.0;0.0;50.0;11.0;7.0;1334.0;20;0;47;50.0;;;;;
435;Rogério;DF;Sassuolo;25-073;25.0;24;2095.0;23.3;0.0;2.0;5.0;0.0;10e7f486;RogérioDFSassuolo;9;3;33.3;1133.0;1438.0;78.8;52.0;28.0;16;48.0;23.0;5.0;18.0;25;53.0;53.0;0.0;59.3;18.0;4.0;1628.0;19;0;77;43.6;;;;;
436;Alessio Romagnoli;DF;Lazio;28-074;24.0;23;2042.0;22.7;1.0;0.0;2.0;0.0;3ead85f9;Alessio RomagnoliDFLazio;7;2;28.6;1123.0;1250.0;89.8;10.0;29.0;13;50.0;26.0;20.0;6.0;26;55.0;82.0;0.0;100.0;4.0;3.0;1442.0;25;1;0;63.9;;;;;
437;Simone Romagnoli;DF;Lecce;33-046;1.0;0;26.0;0.3;0.0;0.0;0.0;0.0;09899de8;Simone RomagnoliDFLecce;0;0;;13.0;16.0;81.3;0.0;1.0;1;;0.0;0.0;0.0;0;1.0;2.0;0.0;;0.0;0.0;20.0;0;0;0;60.0;;;;;
438;Luka Romero;FW;Lazio;18-129;6.0;1;151.0;1.7;1.0;0.0;0.0;0.0;ca6edaa0;Luka RomeroFWLazio;5;1;20.0;70.0;80.0;87.5;4.0;0.0;0;0.0;4.0;0.0;4.0;3;3.0;1.0;0.0;20.0;5.0;4.0;112.0;3;0;0;66.7;;;;;
439;Marten de Roon;DM;Atalanta;31-363;24.0;23;1974.0;21.9;1.0;1.0;5.0;0.0;2a1beb34;Marten de RoonMFAtalanta;13;3;23.1;1038.0;1256.0;82.6;37.0;46.0;23;43.1;24.0;3.0;21.0;25;71.0;44.0;0.0;42.9;13.0;9.0;1455.0;29;0;10;66.1;;;;Marten de Roon;1.0
440;Nicolò Rovella;MF;Monza;21-113;14.0;12;1038.0;11.5;0.0;0.0;3.0;1.0;e58cbfd5;Nicolò RovellaMFMonza;12;3;25.0;744.0;848.0;87.7;33.0;30.0;22;43.5;13.0;1.0;12.0;26;56.0;10.0;0.0;44.4;13.0;6.0;966.0;17;0;19;45.5;;;;;
441;Nicolò Rovella;MF;Juventus;21-113;3.0;0;27.0;0.3;0.0;0.0;1.0;0.0;e58cbfd5;Nicolò RovellaMFJuventus;2;0;0.0;22.0;25.0;88.0;0.0;1.0;1;100.0;0.0;0.0;0.0;0;1.0;0.0;0.0;100.0;1.0;0.0;29.0;1;0;3;;;;;;
442;Amir Rrahmani;DF;Napoli;29-031;20.0;19;1727.0;19.2;2.0;1.0;1.0;0.0;4b3e1a38;Amir RrahmaniDFNapoli;17;2;11.8;1334.0;1468.0;90.9;19.0;29.0;15;71.4;28.0;15.0;13.0;12;41.0;60.0;1.0;66.7;5.0;1.0;1625.0;11;1;1;60.8;;;;;
443;Ruan;DF;Sassuolo;23-293;13.0;11;929.0;10.3;0.0;0.0;5.0;1.0;a378a02a;RuanDFSassuolo;4;1;25.0;438.0;495.0;88.5;3.0;24.0;19;80.0;14.0;9.0;5.0;13;37.0;53.0;2.0;66.7;2.0;4.0;611.0;12;0;0;59.6;;;;;
444;Daniele Rugani;DF;Juventus;28-241;5.0;4;355.0;3.9;0.0;0.0;0.0;0.0;14b8fcdf;Daniele RuganiDFJuventus;3;1;33.3;171.0;195.0;87.7;1.0;6.0;0;100.0;4.0;2.0;2.0;4;10.0;18.0;0.0;;1.0;0.0;233.0;4;1;0;63.6;;;;;
445;Matteo Ruggeri;MF;Atalanta;20-259;14.0;7;739.0;8.2;0.0;1.0;3.0;0.0;ae9898c5;Matteo RuggeriDFMFAtalanta;10;1;10.0;437.0;542.0;80.6;16.0;17.0;12;53.3;14.0;3.0;11.0;10;27.0;14.0;0.0;37.5;5.0;5.0;626.0;9;0;35;64.7;;;;;
446;Mário Rui;DF;Napoli;31-304;19.0;18;1495.0;16.6;0.0;6.0;2.0;1.0;0b5a292a;Mário RuiDFNapoli;9;3;33.3;1223.0;1508.0;81.1;76.0;29.0;19;54.5;16.0;3.0;13.0;15;44.0;22.0;1.0;41.7;9.0;6.0;1624.0;16;0;92;34.3;;;;;
447;Abdelhamid Sabiri;MF;Sampdoria;26-119;16.0;12;1006.0;11.2;2.0;0.0;4.0;0.0;4830e0af;Abdelhamid SabiriMFSampdoria;29;9;31.0;293.0;438.0;66.9;39.0;17.0;7;30.8;15.0;2.0;13.0;2;19.0;5.0;0.0;34.2;31.0;25.0;585.0;27;0;52;50.9;;;;;
448;Alexis Saelemaekers;FW;Milan;23-273;19.0;10;872.0;9.7;0.0;2.0;1.0;0.0;ee251371;Alexis SaelemaekersFWDFMilan;13;4;30.8;284.0;378.0;75.1;28.0;25.0;17;51.7;9.0;1.0;8.0;8;33.0;8.0;0.0;34.5;28.0;16.0;508.0;19;1;32;70.0;;;;;
449;Jacopo Sala;MF;Spezia;31-112;6.0;1;112.0;1.2;0.0;0.0;1.0;0.0;da5a981b;Jacopo SalaMFSpezia;0;0;;36.0;46.0;78.3;2.0;1.0;0;0.0;2.0;0.0;2.0;1;2.0;2.0;0.0;0.0;1.0;0.0;57.0;3;0;4;100.0;;;;;
450;Lazar Samardzic;MF;Udinese;21-031;26.0;9;1049.0;11.7;4.0;3.0;0.0;0.0;217c93a1;Lazar SamardzicMFUdinese;36;13;36.1;414.0;524.0;79.0;65.0;20.0;11;44.0;7.0;0.0;7.0;9;29.0;10.0;0.0;42.5;20.0;14.0;661.0;16;0;65;26.1;;;;;
451;Junior Sambia;DF;Salernitana;26-201;16.0;5;507.0;5.6;0.0;0.0;3.0;0.0;24eb7ed6;Junior SambiaDFSalernitana;10;4;40.0;226.0;286.0;79.0;15.0;9.0;4;66.7;9.0;3.0;6.0;4;13.0;15.0;1.0;28.6;7.0;6.0;368.0;8;0;22;52.6;;;;;
452;Antonio Sanabria;FW;Torino;27-023;22.0;17;1538.0;17.1;7.0;2.0;4.0;0.0;0a447501;Antonio SanabriaFWTorino;42;16;38.1;329.0;430.0;76.5;29.0;8.0;4;20.0;5.0;2.0;3.0;3;11.0;4.0;0.0;45.5;51.0;16.0;591.0;25;10;0;36.1;;;;;
453;Leandro Sanca;MF;Spezia;23-082;4.0;0;32.0;0.4;0.0;0.0;0.0;0.0;4295f19c;Leandro SancaFWMFSpezia;0;0;;9.0;12.0;75.0;0.0;1.0;1;100.0;0.0;0.0;0.0;0;1.0;0.0;0.0;60.0;1.0;1.0;17.0;0;0;2;0.0;;;;;
454;Alex Sandro;DF;Juventus;32-060;21.0;17;1455.0;16.2;0.0;1.0;4.0;1.0;0d82903c;Alex SandroDFJuventus;4;0;0.0;891.0;1025.0;86.9;29.0;23.0;13;60.0;19.0;8.0;11.0;13;36.0;48.0;0.0;66.7;23.0;11.0;1177.0;21;1;14;64.7;;;;;
455;Nicola Sansone;FW;Bologna;31-198;11.0;5;431.0;4.8;1.0;0.0;2.0;0.0;7eb97a8e;Nicola SansoneFWBologna;14;3;21.4;83.0;115.0;72.2;14.0;5.0;3;75.0;0.0;0.0;0.0;0;5.0;2.0;0.0;25.0;16.0;8.0;175.0;8;4;9;0.0;;;;;
456;Riccardo Saponara;FW;Fiorentina;31-096;22.0;10;915.0;10.2;2.0;2.0;3.0;0.0;3bb7af3b;Riccardo SaponaraFWFiorentina;31;10;32.3;267.0;365.0;73.2;41.0;10.0;5;55.6;5.0;1.0;4.0;4;14.0;6.0;0.0;41.7;22.0;15.0;485.0;10;4;20;54.5;;;;;
457;Martin Satriano;FW;Empoli;22-035;25.0;20;1617.0;18.0;2.0;1.0;3.0;0.0;86383d0e;Martin SatrianoFWEmpoli;36;10;27.8;238.0;366.0;65.0;31.0;13.0;8;50.0;5.0;0.0;5.0;3;16.0;19.0;0.0;37.0;48.0;43.0;563.0;15;5;21;44.4;;;;;
458;Giorgio Scalvini;DF;Atalanta;19-106;21.0;18;1479.0;16.4;2.0;0.0;6.0;0.0;1e9aa637;Giorgio ScalviniDFAtalanta;11;4;36.4;733.0;916.0;80.0;22.0;39.0;20;62.9;22.0;9.0;13.0;31;70.0;40.0;1.0;38.9;8.0;6.0;1094.0;39;5;6;64.3;;;;;
459;Jerdy Schouten;DM;Bologna;26-074;23.0;19;1641.0;18.2;0.0;2.0;3.0;0.0;2cfae697;Jerdy SchoutenMFBologna;6;2;33.3;747.0;878.0;85.1;32.0;40.0;24;56.7;33.0;14.0;19.0;32;72.0;35.0;1.0;44.8;32.0;16.0;1091.0;16;1;2;48.4;;;;Jerdy Schouten;1.0
460;Perr Schuurs;DF;Torino;23-121;21.0;20;1626.0;18.1;0.0;2.0;4.0;0.0;e613313c;Perr SchuursDFTorino;8;1;12.5;700.0;803.0;87.2;12.0;34.0;16;58.8;20.0;11.0;9.0;19;53.0;78.0;0.0;60.0;15.0;6.0;1010.0;27;1;1;51.9;;;;;
461;Demba Seck;MF;Torino;22-045;14.0;5;388.0;4.3;0.0;0.0;0.0;0.0;16463a79;Demba SeckFWMFTorino;8;2;25.0;90.0;119.0;75.6;9.0;5.0;2;100.0;3.0;1.0;2.0;1;6.0;1.0;0.0;54.5;22.0;11.0;178.0;4;6;5;25.0;;;;;
462;Jacopo Segre;DF;Torino;26-038;1.0;0;21.0;0.2;0.0;0.0;0.0;0.0;3cb132e6;Jacopo SegreDFTorino;0;0;;8.0;9.0;88.9;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;12.0;0;0;0;50.0;;;;;
463;Vivaldo Semedo;FW;Udinese;18-058;1.0;0;1.0;0.0;0.0;0.0;0.0;0.0;b6baba31;Vivaldo SemedoFWUdinese;0;0;;0.0;0.0;;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;1.0;0.0;1;0;0;0.0;;;;;
464;Stefano Sensi;MF;Monza;27-234;20.0;17;1302.0;14.5;3.0;0.0;5.0;0.0;b70bde8f;Stefano SensiMFMonza;15;7;46.7;894.0;1047.0;85.4;53.0;40.0;25;45.0;12.0;2.0;10.0;15;55.0;3.0;0.0;31.8;23.0;14.0;1179.0;14;2;42;46.7;;;;;
465;Luigi Sepe;GK;Salernitana;31-323;17.0;17;1530.0;17.0;0.0;0.0;3.0;0.0;343f753a;Luigi SepeGKSalernitana;0;0;;441.0;648.0;68.1;1.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;;1.0;0.0;692.0;1;0;0;100.0;73.6;17.6;7.2;;
466;Leonardo Sernicola;DF;Cremonese;25-240;23.0;21;1782.0;19.8;1.0;1.0;7.0;0.0;dd7febd8;Leonardo SernicolaDFCremonese;21;4;19.0;485.0;748.0;64.8;45.0;34.0;23;66.7;15.0;3.0;12.0;27;61.0;34.0;0.0;35.9;22.0;19.0;948.0;33;3;98;53.8;;;;;
467;Stephan El Shaarawy;MF;Roma;30-151;20.0;7;926.0;10.3;3.0;1.0;2.0;0.0;d3aaad90;Stephan El ShaarawyDFMFRoma;22;11;50.0;441.0;546.0;80.8;35.0;13.0;7;30.8;8.0;1.0;7.0;13;26.0;8.0;0.0;32.7;22.0;6.0;690.0;14;6;14;47.4;;;;;
468;Eldor Shomurodov;FW;Spezia;27-271;7.0;4;356.0;4.0;0.0;0.0;1.0;0.0;57469b2d;Eldor ShomurodovFWSpezia;9;1;11.1;67.0;92.0;72.8;7.0;1.0;1;0.0;3.0;0.0;3.0;1;2.0;2.0;0.0;23.5;16.0;8.0;149.0;6;2;0;38.5;;;;;
469;Eldor Shomurodov;FW;Roma;27-271;6.0;1;119.0;1.3;0.0;0.0;0.0;0.0;57469b2d;Eldor ShomurodovFWRoma;6;3;50.0;25.0;33.0;75.8;2.0;1.0;0;0.0;1.0;0.0;1.0;1;2.0;0.0;0.0;25.0;4.0;5.0;53.0;1;2;0;50.0;;;;;
470;Marco Silvestri;GK;Udinese;32-025;27.0;27;2430.0;27.0;0.0;0.0;0.0;0.0;0d422df7;Marco SilvestriGKUdinese;0;0;;604.0;795.0;76.0;6.0;2.0;1;66.7;0.0;0.0;0.0;1;3.0;7.0;1.0;;0.0;0.0;858.0;0;0;0;100.0;71.3;29.6;2.3;;
471;Giovanni Simeone;FW;Napoli;27-265;17.0;0;227.0;2.5;3.0;0.0;1.0;0.0;343c0d52;Giovanni SimeoneFWNapoli;7;5;71.4;44.0;68.0;64.7;6.0;12.0;3;42.9;1.0;1.0;0.0;1;13.0;3.0;0.0;37.5;17.0;8.0;127.0;5;1;2;22.2;;;;;
472;Wilfried Singo;DM;Torino;22-092;21.0;15;1390.0;15.4;2.0;1.0;3.0;0.0;8b609c34;Wilfried SingoDFTorino;21;6;28.6;586.0;785.0;74.6;32.0;21.0;14;75.0;11.0;1.0;10.0;8;29.0;25.0;1.0;55.6;21.0;15.0;940.0;28;0;32;69.2;;;;Wilfried Singo;1.0
473;Salvatore Sirigu;GK;Fiorentina;36-074;1.0;1;90.0;1.0;0.0;0.0;0.0;0.0;10dc46f0;Salvatore SiriguGKFiorentina;0;0;;28.0;38.0;73.7;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;1.0;0.0;;0.0;0.0;40.0;0;0;0;;100.0;100.0;0.0;;
474;Leo Skiri Østigård;DF;Napoli;23-119;5.0;2;239.0;2.7;0.0;0.0;1.0;0.0;b35a7399;Leo Skiri ØstigårdDFNapoli;2;0;0.0;176.0;206.0;85.4;2.0;4.0;1;100.0;0.0;0.0;0.0;4;8.0;10.0;0.0;;4.0;0.0;235.0;2;0;0;90.5;;;;;
475;Łukasz Skorupski;GK;Bologna;31-326;27.0;27;2430.0;27.0;0.0;0.0;3.0;0.0;ab4449d6;Łukasz SkorupskiGKBologna;0;0;;707.0;913.0;77.4;2.0;2.0;1;50.0;0.0;0.0;0.0;0;2.0;13.0;1.0;;1.0;0.0;979.0;0;0;0;100.0;74.1;18.5;6.3;;
476;Milan Škriniar;DF;Internazionale;28-044;21.0;20;1769.0;19.7;0.0;0.0;5.0;1.0;30f5ffa9;Milan ŠkriniarDFInter;9;2;22.2;1275.0;1397.0;91.3;11.0;29.0;18;56.3;18.0;13.0;5.0;13;42.0;46.0;3.0;100.0;14.0;3.0;1546.0;35;1;5;48.6;;;;;
477;Chris Smalling;DF;Roma;33-125;26.0;25;2313.0;25.7;3.0;1.0;6.0;0.0;b6964eb6;Chris SmallingDFRoma;12;3;25.0;896.0;1036.0;86.5;10.0;21.0;12;52.9;40.0;30.0;10.0;37;58.0;109.0;0.0;66.7;9.0;2.0;1297.0;17;1;0;73.0;;;;;
478;Ola Solbakken;MF;Roma;24-201;6.0;1;111.0;1.2;1.0;0.0;0.0;0.0;78f13530;Ola SolbakkenMFFWRoma;4;1;25.0;31.0;45.0;68.9;1.0;0.0;0;0.0;0.0;0.0;0.0;1;1.0;0.0;0.0;25.0;4.0;2.0;63.0;1;0;3;37.5;;;;;
479;Brandon Soppy;DF;Udinese;21-034;1.0;1;90.0;1.0;0.0;0.0;1.0;0.0;28f66c2e;Brandon SoppyDFUdinese;2;1;50.0;22.0;32.0;68.8;4.0;1.0;1;;4.0;0.0;4.0;1;2.0;1.0;0.0;16.7;0.0;0.0;48.0;2;0;1;100.0;;;;;
480;Brandon Soppy;DF;Atalanta;21-034;11.0;7;568.0;6.3;0.0;3.0;2.0;0.0;28f66c2e;Brandon SoppyDFAtalanta;6;2;33.3;212.0;279.0;76.0;20.0;7.0;4;28.6;8.0;0.0;8.0;2;9.0;7.0;0.0;26.1;15.0;7.0;359.0;14;2;14;50.0;;;;;
