;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;key;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Touches;Drib_pct;Mis;Dis;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
243;Ozan Kabak;DF;Norwich City;21;11.0;11;922.0;10.2;0.0;0.0;2.0;0.0;2d61d13a;Ozan KabakDFNorwich City;4;2;50.0;350.0;431.0;81.2;10.0;10.0;5;55.6;19.0;11.0;8.0;16;26.0;26.0;0.0;532.0;80.0;4.0;6.0;10;1;1;44.9;;;;;
244;Christian Kabasele;DF;Watford;30;16.0;12;1193.0;13.3;0.0;0.0;0.0;0.0;914ab9a1;Christian KabaseleDFWatford;7;0;0.0;373.0;474.0;78.7;4.0;11.0;5;70.0;20.0;16.0;4.0;14;25.0;67.0;1.0;615.0;33.3;7.0;1.0;5;0;1;79.7;;;;;
245;Samuel Kalu;FW;Watford;23;4.0;2;222.0;2.5;0.0;0.0;0.0;0.0;b8d22478;Samuel KaluFWWatford;4;1;25.0;56.0;69.0;81.2;7.0;2.0;2;100.0;2.0;0.0;2.0;3;5.0;3.0;0.0;98.0;40.0;7.0;5.0;0;3;8;0.0;;;;;
246;Hassane Kamara;DF;Watford;27;19.0;18;1623.0;18.0;1.0;0.0;5.0;1.0;19a12bed;Hassane KamaraDFWatford;5;1;20.0;637.0;917.0;69.5;18.0;53.0;34;62.8;20.0;4.0;16.0;69;122.0;67.0;0.0;1182.0;50.0;16.0;6.0;24;0;23;66.7;;;;;
247;Harry Kane;FW;Tottenham;28;37.0;36;3232.0;35.9;17.0;9.0;5.0;0.0;21a66f6a;Harry KaneFWTottenham;129;49;38.0;637.0;945.0;67.4;128.0;15.0;5;38.9;26.0;8.0;18.0;3;18.0;39.0;0.0;1387.0;54.0;97.0;61.0;42;16;42;48.1;;;;;
248;N'Golo Kanté;DM;Chelsea;30;26.0;21;1773.0;19.7;2.0;4.0;2.0;0.0;b9fbae28;N'Golo KantéMFChelsea;17;9;52.9;1121.0;1308.0;85.7;69.0;59.0;31;62.5;37.0;2.0;35.0;31;90.0;8.0;0.0;1545.0;72.9;35.0;28.0;22;0;11;50.0;;;;N'Golo Kanté;1.0
249;Edo Kayembe;DM;Watford;23;13.0;9;799.0;8.9;0.0;0.0;0.0;0.0;f99b71de;Edo KayembeMFWatford;6;0;0.0;374.0;442.0;84.6;16.0;21.0;13;50.0;6.0;1.0;5.0;9;30.0;13.0;0.0;531.0;70.6;10.0;11.0;4;1;8;40.6;;;;Edo Kayembe;1.0
250;Moise Kean;FW;Everton;21;1.0;0;1.0;0.0;0.0;0.0;0.0;0.0;3d50bcdb;Moise KeanFWEverton;0;0;;1.0;1.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;1.0;;0.0;1.0;0;0;0;;;;;;
251;Michael Keane;DF;Everton;28;32.0;31;2792.0;31.0;3.0;2.0;4.0;1.0;c5b7c315;Michael KeaneDFEverton;20;6;30.0;927.0;1214.0;76.4;19.0;46.0;25;62.2;33.0;28.0;5.0;62;108.0;128.0;2.0;1541.0;87.5;7.0;2.0;16;1;1;61.9;;;;;
252;Naby Keïta;MF;Liverpool;26;23.0;14;1173.0;13.0;3.0;1.0;3.0;0.0;f25c8e3a;Naby KeïtaMFLiverpool;26;7;26.9;643.0;757.0;84.9;46.0;46.0;23;61.9;33.0;2.0;31.0;14;60.0;8.0;0.0;933.0;62.5;30.0;10.0;21;0;8;28.6;;;;;
253;Caoimhín Kelleher;GK;Liverpool;22;2.0;2;180.0;2.0;0.0;0.0;0.0;0.0;62d7ef38;Caoimhín KelleherGKLiverpool;0;0;;83.0;91.0;91.2;0.0;1.0;1;100.0;0.0;0.0;0.0;0;1.0;1.0;0.0;95.0;;0.0;0.0;0;0;0;100.0;75.0;50.0;0.0;;
254;Kenedy;DF;Chelsea;25;1.0;1;58.0;0.6;0.0;1.0;0.0;0.0;5eebbfdf;KenedyDFChelsea;1;0;0.0;36.0;50.0;72.0;2.0;5.0;2;66.7;0.0;0.0;0.0;0;5.0;0.0;0.0;62.0;100.0;2.0;3.0;0;0;1;0.0;;;;;
255;Jonjoe Kenny;DF;Everton;24;15.0;11;1018.0;11.3;0.0;1.0;3.0;1.0;099e666f;Jonjoe KennyDFEverton;5;0;0.0;351.0;478.0;73.4;21.0;17.0;7;61.9;8.0;1.0;7.0;20;37.0;31.0;0.0;583.0;44.4;8.0;3.0;9;1;23;45.0;;;;;
256;Max Kilman;DF;Wolves;24;30.0;30;2687.0;29.9;1.0;0.0;3.0;0.0;d0f72bf1;Max KilmanDFWolves;13;4;30.8;1313.0;1535.0;85.5;10.0;50.0;26;64.9;36.0;21.0;15.0;45;95.0;113.0;3.0;1846.0;85.0;21.0;5.0;17;0;2;62.9;;;;;
257;Joshua King;FW;Watford;29;32.0;27;2248.0;25.0;5.0;3.0;5.0;0.0;43458538;Joshua KingFWWatford;49;16;32.7;369.0;519.0;71.1;63.0;19.0;15;23.5;15.0;4.0;11.0;8;27.0;31.0;0.0;837.0;44.8;84.0;42.0;43;8;13;45.7;;;;;
258;Kristoffer Klaesson;GK;Leeds United;20;1.0;0;36.0;0.4;0.0;0.0;0.0;0.0;3f70db80;Kristoffer KlaessonGKLeeds United;0;0;;9.0;11.0;81.8;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;13.0;;0.0;0.0;0;0;0;100.0;100.0;;0.0;;
259;Mateusz Klich;MF;Leeds United;31;33.0;26;2073.0;23.0;1.0;2.0;5.0;0.0;282679b4;Mateusz KlichMFLeeds United;42;18;42.9;800.0;1026.0;78.0;77.0;47.0;25;37.9;22.0;4.0;18.0;11;58.0;20.0;0.0;1253.0;57.1;39.0;22.0;40;2;30;35.0;;;;;
260;Robin Koch;MF;Leeds United;25;20.0;17;1574.0;17.5;0.0;0.0;3.0;0.0;ea6bc03a;Robin KochMFDFLeeds United;13;1;7.7;555.0;718.0;77.3;24.0;21.0;13;26.5;26.0;10.0;16.0;20;41.0;44.0;0.0;889.0;62.5;16.0;6.0;22;0;4;50.6;;;;;
261;Sead Kolašinac;DF;Arsenal;28;2.0;1;91.0;1.0;0.0;0.0;1.0;0.0;3935e52e;Sead KolašinacDFArsenal;0;0;;13.0;16.0;81.3;0.0;0.0;0;;0.0;0.0;0.0;4;4.0;1.0;0.0;23.0;;0.0;0.0;2;0;0;;;;;;
262;Ibrahima Konaté;DF;Liverpool;22;11.0;11;990.0;11.0;0.0;0.0;2.0;0.0;5ed9b537;Ibrahima KonatéDFLiverpool;4;0;0.0;663.0;754.0;87.9;6.0;16.0;10;70.0;13.0;9.0;4.0;16;32.0;37.0;1.0;855.0;66.7;4.0;1.0;10;0;0;64.2;;;;;
263;Ezri Konsa;DF;Aston Villa;23;29.0;29;2477.0;27.5;2.0;0.0;6.0;2.0;0313a347;Ezri KonsaDFAston Villa;15;6;40.0;875.0;1013.0;86.4;13.0;25.0;15;76.9;31.0;22.0;9.0;15;40.0;86.0;2.0;1237.0;66.7;10.0;6.0;18;1;1;58.0;;;;;
264;Cheikhou Kouyaté;MF;Crystal Palace;31;27.0;23;1974.0;21.9;0.0;1.0;3.0;0.0;8d3c902d;Cheikhou KouyatéMFCrystal Palace;7;0;0.0;656.0;804.0;81.6;15.0;52.0;38;46.2;40.0;14.0;26.0;38;90.0;39.0;0.0;1058.0;76.5;30.0;11.0;30;0;4;63.3;;;;;
265;Mateo Kovačić;MF;Chelsea;27;25.0;16;1558.0;17.3;2.0;5.0;4.0;0.0;79c0821a;Mateo KovačićMFChelsea;22;6;27.3;1061.0;1203.0;88.2;69.0;51.0;31;48.6;19.0;4.0;15.0;7;58.0;9.0;1.0;1368.0;74.5;18.0;22.0;24;0;6;50.0;;;;;
266;Emil Krafth;DF;Newcastle Utd;26;20.0;18;1634.0;18.2;0.0;1.0;5.0;0.0;77cf6852;Emil KrafthDFNewcastle Utd;6;1;16.7;551.0;780.0;70.6;19.0;37.0;16;75.0;16.0;10.0;6.0;25;62.0;56.0;0.0;961.0;50.0;9.0;4.0;22;0;21;43.1;;;;;
267;Alex Král;MF;West Ham;23;1.0;0;1.0;0.0;0.0;0.0;0.0;0.0;e717705a;Alex KrálMFWest Ham;0;0;;0.0;2.0;0.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;2.0;;0.0;0.0;0;0;0;50.0;;;;;
268;Tim Krul;GK;Norwich City;33;29.0;29;2610.0;29.0;0.0;0.0;1.0;0.0;f23f9d20;Tim KrulGKNorwich City;0;0;;759.0;1073.0;70.7;6.0;1.0;1;25.0;0.0;0.0;0.0;0;1.0;10.0;4.0;1149.0;;1.0;0.0;0;0;0;70.0;66.7;17.2;3.2;;
269;Juraj Kucka;DM;Watford;34;26.0;22;1920.0;21.3;1.0;1.0;5.0;1.0;5aaef9ef;Juraj KuckaMFWatford;46;11;23.9;485.0;713.0;68.0;42.0;59.0;39;37.0;30.0;9.0;21.0;27;86.0;46.0;2.0;1030.0;51.5;48.0;19.0;46;2;16;54.4;;;;Juraj Kucka;1.0
270;Dejan Kulusevski;MF;Tottenham;21;18.0;14;1261.0;14.0;5.0;8.0;3.0;0.0;df3cda47;Dejan KulusevskiMFFWTottenham;26;9;34.6;404.0;486.0;83.1;51.0;19.0;13;21.7;14.0;0.0;14.0;13;32.0;3.0;0.0;643.0;56.8;38.0;18.0;20;4;25;27.3;;;;;
271;Alexandre Lacazette;FW;Arsenal;30;30.0;20;1782.0;19.8;4.0;7.0;0.0;0.0;9dbb75ca;Alexandre LacazetteFWArsenal;43;12;27.9;343.0;455.0;75.4;71.0;27.0;10;33.3;12.0;1.0;11.0;5;32.0;6.0;0.0;638.0;57.6;43.0;29.0;32;6;7;30.9;;;;;
272;Adam Lallana;MF;Brighton;33;24.0;18;1561.0;17.3;0.0;1.0;4.0;0.0;99813635;Adam LallanaMFBrighton;19;4;21.1;836.0;962.0;86.9;28.0;34.0;17;29.3;16.0;6.0;10.0;16;50.0;13.0;1.0;1123.0;60.9;24.0;15.0;11;0;3;65.2;;;;;
273;Tariq Lamptey;MF;Brighton;20;30.0;16;1561.0;17.3;0.0;2.0;4.0;0.0;f4e433d4;Tariq LampteyDFFWBrighton;19;4;21.1;593.0;770.0;77.0;54.0;36.0;25;60.0;13.0;3.0;10.0;21;57.0;23.0;0.0;1008.0;47.5;46.0;21.0;27;3;93;20.6;;;;;
274;Manuel Lanzini;MF;West Ham;28;30.0;19;1786.0;19.8;5.0;3.0;2.0;0.0;26f6dca8;Manuel LanziniMFFWWest Ham;13;4;30.8;1118.0;1237.0;90.4;60.0;28.0;15;28.6;16.0;0.0;16.0;19;47.0;10.0;0.0;1402.0;69.4;31.0;16.0;11;1;28;22.7;;;;;
275;Aymeric Laporte;DF;Manchester City;27;33.0;33;2828.0;31.4;4.0;0.0;5.0;1.0;119b9a8e;Aymeric LaporteDFManchester City;35;7;20.0;2782.0;2940.0;94.6;40.0;33.0;15;70.0;15.0;10.0;5.0;20;53.0;64.0;2.0;3135.0;75.0;4.0;7.0;14;2;5;61.9;;;;;
276;Jamaal Lascelles;DF;Newcastle Utd;27;26.0;22;2058.0;22.9;1.0;0.0;5.0;0.0;450ab6fc;Jamaal LascellesDFNewcastle Utd;17;4;23.5;516.0;696.0;74.1;10.0;15.0;7;33.3;38.0;28.0;10.0;22;37.0;121.0;1.0;949.0;50.0;9.0;2.0;17;0;0;74.2;;;;;
277;Pierre Lees-Melou;MF;Norwich City;28;33.0;27;2265.0;25.2;1.0;0.0;5.0;0.0;f5044e54;Pierre Lees-MelouMFNorwich City;33;9;27.3;807.0;1033.0;78.1;55.0;58.0;36;27.2;37.0;11.0;26.0;25;83.0;23.0;0.0;1265.0;63.3;27.0;17.0;35;2;33;48.3;;;;;
278;Aaron Lennon;MF;Burnley;34;28.0;17;1551.0;17.2;2.0;0.0;2.0;0.0;2ff964a0;Aaron LennonMFFWBurnley;12;4;33.3;252.0;382.0;66.0;33.0;33.0;17;29.4;26.0;4.0;22.0;9;42.0;14.0;0.0;542.0;43.3;25.0;13.0;19;4;40;25.0;;;;;
279;Bernd Leno;GK;Arsenal;29;4.0;4;360.0;4.0;0.0;0.0;0.0;0.0;2628fd2b;Bernd LenoGKArsenal;0;0;;76.0;115.0;66.1;0.0;1.0;1;100.0;0.0;0.0;0.0;0;1.0;1.0;0.0;125.0;;0.0;0.0;0;0;0;75.0;52.6;25.0;8.2;;
280;Jamal Lewis;DF;Newcastle Utd;23;5.0;4;262.0;2.9;0.0;0.0;1.0;0.0;efb9215a;Jamal LewisDFNewcastle Utd;0;0;;79.0;104.0;76.0;2.0;8.0;6;75.0;3.0;2.0;1.0;3;11.0;8.0;0.0;131.0;0.0;1.0;7.0;2;0;3;20.0;;;;;
281;Victor Lindelöf;DF;Manchester Utd;27;28.0;26;2355.0;26.2;0.0;2.0;4.0;0.0;f5deef4c;Victor LindelöfDFManchester Utd;3;2;66.7;1215.0;1385.0;87.7;13.0;16.0;11;64.3;26.0;17.0;9.0;25;41.0;96.0;0.0;1595.0;100.0;8.0;1.0;19;2;0;61.2;;;;;
282;Jesse Lingard;MF;Manchester Utd;28;16.0;2;367.0;4.1;2.0;0.0;1.0;0.0;810e3c74;Jesse LingardFWMFManchester Utd;8;6;75.0;128.0;153.0;83.7;16.0;9.0;7;33.3;4.0;0.0;4.0;0;9.0;1.0;0.0;200.0;33.3;12.0;5.0;5;1;8;0.0;;;;;
283;Valentino Livramento;DF;Southampton;18;28.0;25;2202.0;24.5;1.0;1.0;2.0;0.0;afed6722;Valentino LivramentoDFSouthampton;12;3;25.0;864.0;1166.0;74.1;44.0;54.0;28;60.0;23.0;9.0;14.0;47;101.0;50.0;1.0;1486.0;54.5;52.0;19.0;12;1;62;49.0;;;;;
284;Diego Llorente;DF;Leeds United;27;28.0;28;2340.0;26.0;3.0;0.0;7.0;0.0;bba30585;Diego LlorenteDFLeeds United;10;3;30.0;1115.0;1373.0;81.2;9.0;53.0;31;70.2;35.0;17.0;18.0;40;93.0;77.0;2.0;1654.0;61.5;20.0;3.0;23;0;2;43.4;;;;;
285;Hugo Lloris;GK;Tottenham;34;38.0;38;3420.0;38.0;0.0;0.0;2.0;0.0;8f62b6ee;Hugo LlorisGKTottenham;0;0;;767.0;957.0;80.1;6.0;1.0;1;50.0;0.0;0.0;0.0;1;2.0;24.0;3.0;1046.0;;2.0;0.0;0;0;0;85.7;72.3;42.1;5.8;;
286;Giovani Lo Celso;MF;Tottenham;25;9.0;2;238.0;2.6;0.0;0.0;0.0;0.0;d7553721;Giovani Lo CelsoMFFWTottenham;9;0;0.0;128.0;161.0;79.5;10.0;8.0;4;40.0;6.0;1.0;5.0;1;9.0;0.0;1.0;210.0;60.0;11.0;3.0;2;1;10;0.0;;;;;
287;Jürgen Locadia;MF;Brighton;27;1.0;0;23.0;0.3;0.0;0.0;0.0;0.0;6cc47ae1;Jürgen LocadiaMFFWBrighton;1;0;0.0;1.0;1.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;3.0;;1.0;1.0;1;0;0;;;;;;
288;Ruben Loftus-Cheek;DM;Chelsea;25;24.0;13;1394.0;15.5;0.0;2.0;1.0;0.0;e97fd090;Ruben Loftus-CheekMFDFChelsea;19;6;31.6;876.0;981.0;89.3;56.0;29.0;10;52.6;15.0;6.0;9.0;11;40.0;17.0;0.0;1172.0;70.0;27.0;33.0;18;2;7;66.7;;;;Ruben Loftus-Cheek;1.0
289;Kevin Long;DF;Burnley;30;6.0;4;410.0;4.6;0.0;0.0;1.0;0.0;5a4280b1;Kevin LongDFBurnley;4;0;0.0;79.0;102.0;77.5;1.0;3.0;2;50.0;4.0;1.0;3.0;1;4.0;20.0;0.0;141.0;;2.0;0.0;4;1;0;63.2;;;;;
290;Shane Long;FW;Southampton;34;13.0;3;308.0;3.4;1.0;0.0;1.0;0.0;9f472354;Shane LongFWSouthampton;9;5;55.6;43.0;72.0;59.7;5.0;9.0;5;100.0;4.0;0.0;4.0;0;9.0;2.0;0.0;129.0;25.0;12.0;11.0;9;3;1;55.8;;;;;
291;Sean Longstaff;MF;Newcastle Utd;23;24.0;15;1464.0;16.3;1.0;1.0;1.0;0.0;a2b105e0;Sean LongstaffMFNewcastle Utd;15;2;13.3;481.0;604.0;79.6;26.0;54.0;34;36.9;18.0;6.0;12.0;9;63.0;18.0;0.0;775.0;54.5;22.0;18.0;14;0;11;41.9;;;;;
292;Ademola Lookman;MF;Leicester City;23;26.0;16;1453.0;16.1;6.0;0.0;2.0;0.0;7c104bb7;Ademola LookmanFWMFLeicester City;26;12;46.2;405.0;536.0;75.6;46.0;32.0;14;35.7;19.0;1.0;18.0;10;42.0;4.0;0.0;755.0;65.5;59.0;52.0;27;6;18;21.4;;;;;
293;Jonas Lössl;GK;Brentford;32;2.0;2;180.0;2.0;0.0;0.0;0.0;0.0;939bc634;Jonas LösslGKBrentford;0;0;;42.0;61.0;68.9;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;1.0;0.0;64.0;;0.0;0.0;0;0;0;;28.6;0.0;3.3;;
294;Imran Louza;MF;Watford;22;20.0;17;1416.0;15.7;0.0;0.0;6.0;0.0;e1df6989;Imran LouzaMFWatford;17;4;23.5;521.0;711.0;73.3;34.0;41.0;21;42.1;28.0;6.0;22.0;42;83.0;20.0;1.0;911.0;58.3;19.0;9.0;24;0;54;38.7;;;;;
295;Matthew Lowton;DF;Burnley;32;25.0;20;1772.0;19.7;1.0;2.0;3.0;1.0;9a9c05db;Matthew LowtonDFBurnley;10;2;20.0;599.0;887.0;67.5;34.0;38.0;24;54.1;25.0;11.0;14.0;26;64.0;68.0;0.0;1090.0;47.6;11.0;6.0;13;0;51;61.0;;;;;
296;Douglas Luiz;MF;Aston Villa;23;34.0;31;2715.0;30.2;2.0;3.0;7.0;0.0;6f7d826d;Douglas LuizMFAston Villa;23;8;34.8;1290.0;1550.0;83.2;89.0;59.0;39;29.2;30.0;7.0;23.0;34;93.0;28.0;1.0;1823.0;55.8;50.0;17.0;37;0;83;44.8;;;;;
297;Romelu Lukaku;FW;Chelsea;28;26.0;16;1589.0;17.7;8.0;0.0;1.0;0.0;5eae500a;Romelu LukakuFWChelsea;42;14;33.3;231.0;327.0;70.6;50.0;2.0;1;20.0;11.0;1.0;10.0;0;2.0;20.0;0.0;483.0;52.0;37.0;25.0;8;14;7;52.0;;;;;
298;Lyanco;DF;Southampton;24;15.0;9;911.0;10.1;0.0;0.0;2.0;0.0;b5bf1770;LyancoDFSouthampton;6;1;16.7;282.0;397.0;71.0;10.0;18.0;15;55.6;18.0;13.0;5.0;13;31.0;50.0;1.0;530.0;100.0;5.0;2.0;13;0;4;57.6;;;;;
299;Alexis Mac Allister;DM;Brighton;22;33.0;22;2123.0;23.6;5.0;2.0;4.0;0.0;83d074ff;Alexis Mac AllisterMFFWBrighton;57;9;15.8;858.0;1066.0;80.5;83.0;65.0;40;42.6;37.0;7.0;30.0;13;78.0;22.0;0.0;1368.0;50.0;43.0;23.0;30;4;66;51.1;;;;Alexis Mac Allister;1.0
300;James Maddison;MF;Leicester City;24;35.0;28;2459.0;27.3;12.0;8.0;3.0;0.0;ee38d9c5;James MaddisonMFFWLeicester City;72;33;45.8;796.0;1089.0;73.1;106.0;40.0;20;30.4;18.0;3.0;15.0;11;51.0;12.0;0.0;1343.0;64.6;42.0;32.0;22;4;124;29.4;;;;;
301;Harry Maguire;DF;Manchester Utd;28;30.0;28;2515.0;27.9;1.0;0.0;9.0;1.0;d8931174;Harry MaguireDFManchester Utd;23;10;43.5;1353.0;1578.0;85.7;24.0;34.0;21;61.3;36.0;29.0;7.0;32;66.0;101.0;3.0;1843.0;80.0;13.0;5.0;21;1;2;72.8;;;;;
302;Riyad Mahrez;FW;Manchester City;30;28.0;15;1498.0;16.6;11.0;5.0;0.0;0.0;892d5bb1;Riyad MahrezFWManchester City;56;18;32.1;777.0;947.0;82.0;73.0;11.0;3;26.3;15.0;1.0;14.0;6;17.0;6.0;0.0;1135.0;52.0;42.0;21.0;10;3;97;36.4;;;;;
303;Ainsley Maitland-Niles;DM;Arsenal;23;8.0;2;268.0;3.0;0.0;0.0;0.0;0.0;e3a5814e;Ainsley Maitland-NilesMFArsenal;2;0;0.0;106.0;138.0;76.8;7.0;8.0;4;50.0;2.0;0.0;2.0;4;12.0;4.0;0.0;171.0;50.0;4.0;5.0;4;0;2;50.0;;;;Ainsley Maitland-Niles;1.0
304;Sadio Mané;FW;Liverpool;29;34.0;32;2819.0;31.3;16.0;2.0;5.0;0.0;c691bfe2;Sadio ManéFWLiverpool;98;37;37.8;818.0;1100.0;74.4;114.0;33.0;20;30.8;30.0;1.0;29.0;8;41.0;15.0;0.0;1492.0;61.0;104.0;59.0;50;19;50;37.5;;;;;
305;Javier Manquillo;DF;Newcastle Utd;27;19.0;15;1257.0;14.0;1.0;2.0;5.0;0.0;758dd7f0;Javier ManquilloDFNewcastle Utd;4;2;50.0;308.0;424.0;72.6;13.0;39.0;29;58.3;15.0;6.0;9.0;10;49.0;32.0;0.0;573.0;55.6;14.0;3.0;9;1;9;55.2;;;;;
306;Fernando Marçal;MF;Wolves;32;18.0;17;1449.0;16.1;0.0;0.0;3.0;0.0;9ae9eaea;Fernando MarçalMFDFWolves;11;1;9.1;669.0;887.0;75.4;22.0;42.0;22;56.8;25.0;4.0;21.0;28;70.0;52.0;0.0;1093.0;50.0;25.0;6.0;29;1;60;59.1;;;;;
307;Solly March;MF;Brighton;27;31.0;17;1746.0;19.4;0.0;2.0;1.0;0.0;bb5fbd2b;Solly MarchDFFWBrighton;20;10;50.0;556.0;771.0;72.1;71.0;30.0;17;31.8;22.0;3.0;19.0;17;47.0;25.0;0.0;961.0;60.5;26.0;29.0;31;12;94;39.5;;;;;
308;Pablo Marí;DF;Arsenal;27;2.0;2;180.0;2.0;0.0;0.0;1.0;0.0;aa54ec6f;Pablo MaríDFArsenal;1;0;0.0;79.0;92.0;85.9;2.0;5.0;3;50.0;5.0;4.0;1.0;3;8.0;10.0;0.0;120.0;;2.0;0.0;1;0;0;62.5;;;;;
309;Anthony Martial;FW;Manchester Utd;25;8.0;2;212.0;2.4;1.0;0.0;0.0;0.0;8b788c01;Anthony MartialFWManchester Utd;5;2;40.0;67.0;86.0;77.9;5.0;0.0;0;0.0;1.0;0.0;1.0;0;0.0;1.0;0.0;109.0;57.1;6.0;4.0;0;2;4;50.0;;;;;
310;Martinelli;MF;Arsenal;20;29.0;21;1860.0;20.7;6.0;6.0;3.0;1.0;48a5a5d6;MartinelliFWMFArsenal;51;15;29.4;439.0;611.0;71.8;72.0;27.0;19;34.5;26.0;1.0;25.0;20;47.0;15.0;0.0;898.0;57.0;58.0;34.0;24;10;74;29.0;;;;;
311;Emiliano Martínez;GK;Aston Villa;28;36.0;36;3240.0;36.0;0.0;0.0;4.0;0.0;7956236f;Emiliano MartínezGKAston Villa;0;0;;816.0;1103.0;74.0;5.0;1.0;1;33.3;0.0;0.0;0.0;0;1.0;6.0;1.0;1158.0;;0.0;0.0;0;0;0;88.9;68.6;30.6;7.2;;
312;Adam Masina;DF;Watford;27;15.0;13;1077.0;12.0;0.0;1.0;0.0;0.0;de0f152c;Adam MasinaDFWatford;5;0;0.0;375.0;549.0;68.3;13.0;24.0;13;41.4;18.0;6.0;12.0;18;42.0;45.0;0.0;680.0;81.8;10.0;1.0;14;0;30;63.0;;;;;
313;Arthur Masuaku;MF;West Ham;27;13.0;6;650.0;7.2;1.0;1.0;1.0;0.0;57df7a11;Arthur MasuakuDFFWWest Ham;4;1;25.0;289.0;382.0;75.7;7.0;31.0;23;60.9;9.0;1.0;8.0;9;40.0;17.0;0.0;479.0;58.8;8.0;9.0;8;0;23;72.7;;;;;
314;Juan Mata;MF;Manchester Utd;33;7.0;2;235.0;2.6;0.0;0.0;0.0;0.0;29733c72;Juan MataMFManchester Utd;5;1;20.0;187.0;217.0;86.2;9.0;6.0;4;60.0;1.0;0.0;1.0;1;7.0;1.0;0.0;245.0;50.0;6.0;2.0;2;2;6;;;;;;
315;Jean-Philippe Mateta;FW;Crystal Palace;24;22.0;13;1145.0;12.7;5.0;1.0;2.0;0.0;50e6dc35;Jean-Philippe MatetaFWCrystal Palace;37;18;48.6;158.0;238.0;66.4;20.0;8.0;4;16.7;11.0;3.0;8.0;4;12.0;13.0;0.0;387.0;58.8;28.0;23.0;16;13;6;47.6;;;;;
316;Nemanja Matić;DM;Manchester Utd;32;23.0;16;1382.0;15.4;0.0;4.0;3.0;0.0;eb7822d7;Nemanja MatićMFManchester Utd;6;1;16.7;911.0;1053.0;86.5;30.0;31.0;18;48.4;21.0;6.0;15.0;31;62.0;21.0;3.0;1215.0;77.3;19.0;21.0;26;0;6;62.2;;;;Nemanja Matić;1.0
317;Joël Matip;DF;Liverpool;29;31.0;31;2790.0;31.0;3.0;3.0;2.0;0.0;b217ef29;Joël MatipDFLiverpool;35;7;20.0;2074.0;2344.0;88.5;42.0;47.0;34;64.5;26.0;14.0;12.0;44;91.0;93.0;1.0;2651.0;90.0;13.0;7.0;13;0;1;68.4;;;;;
318;Neal Maupay;FW;Brighton;24;32.0;25;2276.0;25.3;8.0;2.0;7.0;0.0;4bcf39f6;Neal MaupayFWBrighton;59;14;23.7;479.0;622.0;77.0;59.0;17.0;10;22.2;21.0;2.0;19.0;2;19.0;2.0;0.0;843.0;51.2;53.0;51.0;33;6;8;27.3;;;;;
319;Bryan Mbeumo;FW;Brentford;21;35.0;34;2905.0;32.3;4.0;7.0;4.0;0.0;6afaebf2;Bryan MbeumoFWBrentford;76;19;25.0;527.0;817.0;64.5;86.0;28.0;16;30.0;21.0;6.0;15.0;11;39.0;20.0;0.0;1188.0;48.8;87.0;57.0;20;13;75;22.0;;;;;
320;James McArthur;MF;Crystal Palace;33;21.0;15;1439.0;16.0;0.0;3.0;4.0;0.0;cee31595;James McArthurMFCrystal Palace;9;3;33.3;773.0;940.0;82.2;35.0;33.0;23;36.4;23.0;9.0;14.0;30;63.0;27.0;0.0;1127.0;70.0;22.0;14.0;24;3;18;41.5;;;;;
321;James Mcatee;MF;Manchester City;18;2.0;0;20.0;0.2;0.0;0.0;0.0;0.0;96593e89;James McateeMFFWManchester City;1;0;0.0;9.0;13.0;69.2;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;16.0;100.0;1.0;2.0;1;0;0;100.0;;;;;
322;Kasey McAteer;FW;Leicester City;19;1.0;0;3.0;0.0;0.0;0.0;0.0;0.0;b2c66859;Kasey McAteerFWLeicester City;0;0;;1.0;1.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;2.0;;1.0;0.0;0;0;0;;;;;;
323;Liam McCarron;DM;Leeds United;20;1.0;0;10.0;0.1;0.0;0.0;0.0;0.0;076bb352;Liam McCarronFWLeeds United;0;0;;2.0;2.0;100.0;0.0;0.0;0;;1.0;0.0;1.0;0;0.0;0.0;0.0;3.0;;0.0;0.0;0;0;0;;;;;Liam McCarron;1.0
324;Alex McCarthy;GK;Southampton;31;17.0;17;1530.0;17.0;0.0;0.0;1.0;0.0;36c2ca73;Alex McCarthyGKSouthampton;0;0;;318.0;508.0;62.6;2.0;0.0;0;;0.0;0.0;0.0;0;0.0;4.0;0.0;536.0;;0.0;0.0;0;0;0;100.0;62.0;29.4;8.6;;
