Player,Pos,Squad,Age,Tkl,TklW,Tkl%,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,-9999
Luca Zanimacchia,MFFW,Cremonese,24-251,21,13,38.1,9,0,9,9,30,5,0,5e834dce
Nicolò Zaniolo,MFFW,Roma,23-268,7,5,28.6,11,0,11,2,9,0,0,9907b1c8
Alessandro Zanoli,DF,Sampdoria,22-175,3,2,50.0,3,2,1,5,8,13,0,3b12b11f
Alessandro Zanoli,DF,Napoli,22-175,1,0,,0,0,0,0,1,1,0,3b12b11f
Mattia Zanotti,DF,Inter,20-075,0,0,,0,0,0,0,0,0,0,875d65d1
Duván Zapata,FW,Atalanta,31-360,1,1,50.0,3,0,3,1,2,12,0,d3de9af0
Davide Zappacosta,DFMF,Atalanta,30-289,14,8,83.3,8,1,7,5,19,6,0,7fe90ccd
Karim Zedadka,DF,Napoli,22-291,0,0,,0,0,0,0,0,0,0,2f45300d
Deyovaisio Zeefuik,DF,Hellas Verona,25-016,1,1,,0,0,0,0,1,0,0,58a2e9f6
Marvin Zeegelaar,DF,Udinese,32-227,0,0,,1,0,1,0,0,1,0,8abd0c03
Alessio Zerbin,FWMF,Napoli,24-024,8,3,75.0,2,0,2,0,8,2,0,d19ef4ef
Piotr Zieliński,MF,Napoli,28-311,13,8,52.9,9,4,5,14,27,6,0,a5296e55
David Zima,DF,Torino,22-139,9,5,75.0,7,2,5,9,18,11,2,acf7e795
Joshua Zirkzee,FW,Bologna,21-309,3,1,40.0,1,1,0,4,7,3,0,028e70b9
Jeroen Zoet,GK,Spezia,32-080,1,1,100.0,0,0,0,0,1,0,0,cc1a0c57
Nadir Zortea,DFMF,Atalanta,23-281,10,5,75.0,4,0,4,0,10,4,0,82598b71
Nadir Zortea,DF,Sassuolo,23-281,12,7,80.0,6,3,3,3,15,17,0,82598b71
Petar Zovko,GK,Spezia,21-002,1,0,100.0,0,0,0,0,1,0,0,54f6afe3
Szymon Żurkowski,MF,Fiorentina,25-183,0,0,,0,0,0,0,0,0,0,4e1d5e59
Szymon Żurkowski,MF,Spezia,25-183,5,3,33.3,1,1,0,2,7,2,0,4e1d5e59
Milan Đurić,FW,Hellas Verona,32-309,2,1,100.0,5,3,2,0,2,13,0,405f6586
Filip Đuričić,MFFW,Sampdoria,31-056,34,17,43.5,12,3,9,6,40,5,0,eccbe56a
