,,,,Play,Play,Play,Play,Perf,Perf,Perf,Perf,-additional
Mattia Zaccagni,MF,Hellas Verona,26,2,2,180,2.0,2,0,0,0,d85c238b
Mattia Zaccagni,FW,Lazio,26,29,21,1876,20.8,4,5,6,0,d85c238b
Denis Zakaria,MF,Juventus,24,9,6,597,6.6,1,1,1,0,384d58d9
Nicola Zalewski,DF,Roma,19,16,9,793,8.8,0,0,1,0,45191c29
Andre-Frank Zambo Anguissa,MF,Napoli,25,25,21,1926,21.4,0,1,5,0,6bb2c084
Nicolò Zaniolo,FWMF,Roma,22,28,23,1971,21.9,2,1,12,2,9907b1c8
Alessandro Zanoli,DF,Napoli,20,12,5,457,5.1,0,0,2,0,3b12b11f
Mattia Zanotti,DF,Inter,18,1,0,9,0.1,0,0,0,0,875d65d1
Duván Zapata,FW,Atalanta,30,24,20,1722,19.1,10,4,3,0,d3de9af0
Gabriele Zappa,DF,Cagliari,21,25,11,1144,12.7,0,0,4,1,ca3db240
Davide Zappacosta,DF,Atalanta,29,34,29,2345,26.1,1,5,6,0,7fe90ccd
Simone Zaza,FWDF,Torino,30,10,0,129,1.4,0,0,1,0,9592289a
Marvin Zeegelaar,DF,Udinese,30,14,6,643,7.1,0,0,2,0,8abd0c03
Piotr Zieliński,MF,Napoli,27,35,26,2086,23.2,6,5,1,0,a5296e55
David Zima,DF,Torino,20,20,13,1314,14.6,0,0,3,0,acf7e795
Jeroen Zoet,GK,Spezia,30,7,7,630,7.0,0,0,0,0,cc1a0c57
Nadir Zortea,DFMF,Salernitana,22,29,13,1410,15.7,1,2,3,0,82598b71
Petar Zovko,GK,Spezia,19,1,0,29,0.3,0,0,1,0,54f6afe3
Szymon Żurkowski,MF,Empoli,23,35,29,2307,25.6,6,2,5,0,4e1d5e59
Milan Đurić,FW,Salernitana,31,33,23,2165,24.1,5,4,6,0,405f6586
Filip Đuričić,MFFW,Sassuolo,29,12,9,671,7.5,2,1,1,0,eccbe56a
